row_id,TEXT,LABEL,irony_pred,irony_score
49,what makes the movie a comedy is the way it avoids the more serious emotions involved .,1,1,0.6516380310058594
50,thank heaven the operation is intuitive because there are no instructions .,0,1,0.9585508108139038
51,i miss my days of cracker eating before becoming gluten free .,0,1,0.6336146593093872
52,"so ,  to me this is pretty darn  instant  .",1,0,0.4900590777397156
53,a well-made and often lovely depiction of the mysteries of friendship .,1,0,0.4381517171859741
54,"occasionally melodramatic , it 's also extremely effective .",1,0,0.17767316102981567
55,"even with all those rough edges safely sanded down , the american insomnia is still pretty darned good .",1,0,0.42880702018737793
56,"like i said ,  it works ,  these are ok .",1,1,0.916154682636261
57,this is junk food cinema at its greasiest .,0,1,0.8745314478874207
58,"-lrb- wendigo is -rrb- why we go to the cinema : to be fed through the eye , the heart , the mind .",1,0,0.36900848150253296
59,"a mix of velocity and idiocy , this ruinous remake lacks the brawn -- and the brains -- of the 1970s original .",0,0,0.1540318727493286
60,"without september 11 , collateral damage would have been just another bad movie .",0,0,0.43774300813674927
61,"my little girl wanted this for her birthday ,  so we got it .",0,1,0.6558571457862854
62,i wouldn t trade them but this is a great knife for the price .,1,0,0.0454367995262146
63,"static , repetitive , muddy and blurry , hey arnold !",0,0,0.16119641065597534
64,a predictable and stereotypical little b-movie .,0,1,0.8503893613815308
65,"so many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rare gift for unflinching impartiality .",1,1,0.5381479859352112
66,flaccid drama and exasperatingly slow journey .,0,1,0.5194166898727417
67,the movie will reach far beyond its core demographic .,1,1,0.6006452441215515
68,one to another company and two to amazon . com .,1,0,0.22358554601669312
69,"though howard demonstrates a great eye as a director , this southern gothic drama is sadly a tough sit , with an undeveloped narrative and enough flashbacks and heavy-handed metaphors to choke a horse -- or at least slow him down to a canter .",0,0,0.043331265449523926
70,it stays stable in your ear very nicely and is surprisingly very comfortable .,1,1,0.5984270572662354
71,the material that it is made of is like a dirt magnet .,0,0,0.3644711971282959
72,a meeting my phone is in the bag charging .,1,0,0.35746926069259644
73,if you can afford it step up to something that will last .,0,0,0.0639849305152893
74,i would not trust anything bigger than iphone num_extend,0,0,0.05029374361038208
75,i was concerned for the price that these measuring cups would be flimsy .,1,0,0.16882872581481934
76,the movie exists for its soccer action and its fine acting .,1,1,0.8614085912704468
77,the bottom most container is not as small as one would think .,1,0,0.09471392631530762
78,"usually when i get this much syrup , i like pancakes to go with it .",0,0,0.3291405439376831
79,"this headset is awesome ,  the sound quality is truly amazing .",1,1,0.8237720131874084
80,ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier .,1,0,0.37292200326919556
81,trying to slide to a different screen instantly turns it back off .,0,0,0.3264450430870056
82,steve irwin 's method is ernest hemmingway at accelerated speed and volume .,1,0,0.3395993113517761
83,that is sufficiently minor as to not affect my rating .,1,0,0.09286153316497803
84,"the picture , scored by a perversely cheerful marcus miller accordion\/harmonica\/banjo abomination , is a monument to bad in all its florid variety .",0,0,0.2412075400352478
85,high crimes miscasts nearly every leading character .,0,1,0.7978063225746155
86,a captivating cross-cultural comedy of manners .,1,1,0.8371127247810364
87,"like a tone-deaf singer at a benefit concert , john q. is a bad movie appearing on behalf of a good cause .",0,1,0.8840780258178711
88,life is a crock -- or something like it .,0,0,0.4187726378440857
89,"for its seriousness , high literary aspirations and stunning acting , the film can only be applauded .",1,0,0.1401539444923401
90,replaced my pampered chef garlic press with this one .,1,0,0.4104894995689392
91,i love the floral design and the colors .,1,0,0.3186197876930237
92,i have read reviews from wine experts that it doesn t work .,1,0,0.349956750869751
93,a richly imagined and admirably mature work from a gifted director who definitely has something on his mind .,1,0,0.2879366874694824
94,"superior genre storytelling , which gets under our skin simply by crossing the nuclear line .",1,1,0.9265982508659363
95,fear dot com is so rambling and disconnected it never builds any suspense .,0,0,0.36212074756622314
96,i think i will return and stick with wool gloves .,0,0,0.1345774531364441
97,so not that great for leaving on at night .,0,0,0.2353212833404541
98,"places a slightly believable love triangle in a difficult-to-swallow setting , and then disappointingly moves the story into the realm of an improbable thriller .",0,0,0.24015218019485474
99,"the tug-of-war at the core of beijing bicycle becomes weighed down with agonizing contrivances , overheated pathos and long , wistful gazes .",0,0,0.35228657722473145
100,"in the second half of the film , frei 's control loosens in direct proportion to the amount of screen time he gives nachtwey for self-analysis .",0,1,0.7083277106285095
101,"it 's so underwritten that you ca n't figure out just where the other characters , including ana 's father and grandfather , come down on the issue of ana 's future .",0,0,0.0862889289855957
102,imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you 've imagined the ring .,0,0,0.3351508378982544
103,i think this size wont do a bigger bird than num_num pounds .,1,0,0.039372801780700684
104,"it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",1,1,0.9250964522361755
105,"it s very black ,  and it does add volume .",0,1,0.7547503709793091
106,i don t see what others have liked about this .,0,0,0.10088038444519043
107,i received them as a christmas present and i love them .,1,0,0.10760408639907837
108,i was glad to see it was still available .,1,0,0.4762498736381531
109,nice not to have a burner going for hours .,1,1,0.8029341697692871
110,the last time i did it was a year ago  .,1,0,0.45825284719467163
111,i purchased two to mount horizontally under the shelves of my kitchen island .,1,0,0.4086284637451172
112,"the pleasures of super troopers may be fleeting , but they 'll register strongly with anybody who still retains a soft spot for precollegiate humor .",1,0,0.2870858311653137
113,plugs the ipad into my car and works great .,1,1,0.9094677567481995
114,the flap also is good and does not come loose at all .,1,0,0.08351713418960571
115,"it 's a sly wink to the others without becoming a postmodern joke , made creepy by its `` men in a sardine can '' warped logic .",1,0,0.3158985376358032
116,"an unsatisfying hybrid of blair witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living .",0,1,0.5177743434906006
117,i purchased this jawbone hd as a replacement for an older jawbone thinker .,0,0,0.1955575942993164
118,but what spectacular sizzle it is !,1,1,0.6199039816856384
119,"toasts bread ,  muffins and bagels with lots of options to choose .",1,0,0.09975647926330566
120,"despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style .",0,0,0.05262023210525513
121,a film that is a portrait of grace in an imperfect world .,1,0,0.22992676496505737
122,"herzog is obviously looking for a moral to his fable , but the notion that a strong , unified showing among germany and eastern european jews might have changed 20th-century history is undermined by ahola 's inadequate performance .",0,0,0.22166746854782104
123,"the overall feel of the film is pretty cheesy , but there 's still a real sense that the star trek tradition has been honored as best it can , given the embarrassing script and weak direction .",0,0,0.12777847051620483
124,"dialogue-heavy and too cerebral for its own good -- or , at any rate , too cerebral for its racy subject matter .",0,0,0.3496031165122986
125,i use it charge my batteries since my usb port is not an option .,1,0,0.21222388744354248
126,"feels like one of those contrived , only-in - hollywood productions where name actors deliver big performances created for the sole purpose of generating oscar talk .",0,1,0.945496678352356
127,this film 's relationship to actual tension is the same as what christmas-tree flocking in a spray can is to actual snow : a poor -- if durable -- imitation .,0,0,0.2037714123725891
128,"great charger ,  though there may be cheaper options .",1,1,0.8298308849334717
129,all my testing proves the same . hope that helps .,1,1,0.768966794013977
130,i ve used these a few times and broke them very easily .,0,0,0.13317859172821045
131,so far i am not at all happy .,0,0,0.2412368655204773
132,"one of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind .",1,0,0.22742176055908203
133,westfeldt and juergensen exude a chemistry and comfort level that 's both saucy and endearing .,1,0,0.3512498140335083
134,but it offers plenty to ponder and chew on as its unusual relationship slowly unfolds .,1,0,0.08992975950241089
135,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,1,0,0.4610888957977295
136,imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno .,0,0,0.44543081521987915
137,"order it with something else ,  and you ll get free shipping .",1,1,0.5845668911933899
138,the only element of suspense is whether the movie will change titles or distributors again before the closing credits roll .,0,0,0.23540884256362915
139,"shainberg weaves a carefully balanced scenario that is controlled by neither character , is weirdly sympathetic to both and manages to be tender and darkly comic .",1,0,0.12708204984664917
140,no. .,0,0,0.41105222702026367
141,these run quite small even though they are stretchy .,0,0,0.1787542700767517
142,"whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment .",1,0,0.2254469394683838
143,this case is far from what i expected .,0,0,0.18864673376083374
144,"as a singular character study , it 's perfect .",1,0,0.14087212085723877
145,"complex , affecting and uniquely almod??var , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong .",1,0,0.2706144452095032
146,the smartest bonehead comedy of the summer .,1,1,0.9333909749984741
147,it is best to invest in a good set of makeup brushes .,0,0,0.370868444442749
148,i made flour tortillas that night for our mexican burrito dinner .,1,0,0.4605497121810913
149,i would not buy anything else from this vendor .,0,0,0.05222231149673462
150,there are films that try the patience of even the most cinema-besotted critic -- and this was one of them .,0,0,0.3935847282409668
151,this salad spinner is durable and easy to use .,1,0,0.35385286808013916
152,"for the price ,  this is a good buy .",1,0,0.3900434374809265
153,but fans should have fun meeting a brand-new pokemon called celebi .,1,1,0.9052372574806213
154,"audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film 's tart , sugar-free wit .",0,1,0.7514181137084961
155,not to mention it did not fit my screen completely .,0,0,0.11946773529052734
156,there are num_num bright leds for taking pictures or just as a flashlight .,1,0,0.1761355996131897
157,"i enjoyed the ride -lrb- bumps and all -rrb- , creamy depth , and ultimate theme .",1,0,0.07229328155517578
158,"i saw knockaround guys yesterday , and already the details have faded like photographs from the spanish-american war ... it 's so unmemorable that it turned my ballpoint notes to invisible ink .",0,0,0.17704236507415771
159,my dish feels very solid to the touch .,1,0,0.16794878244400024
160,$ is too much to pay for a $ cable .,0,0,0.09985846281051636
161,"by the end of no such thing the audience , like beatrice , has a watchful affection for the monster .",1,0,0.12119001150131226
162,but it pays a price for its intricate intellectual gamesmanship .,0,1,0.7698737978935242
163,we have been treating our hair for months and finally got this .,0,1,0.7901749610900879
164,i bought this set for our toaster oven .,0,0,0.19549787044525146
165,just hurry up and play the darn song and move on for goodness sake .,0,0,0.20085543394088745
166,"the plot is straight off the shelf , the performances are television - caliber and the message of providing solace through deception is a little creepy .",0,0,0.4950883388519287
167,while mcfarlane 's animation lifts the film firmly above the level of other coming-of-age films ... it 's also so jarring that it 's hard to get back into the boys ' story .,0,0,0.12403601408004761
168,"everything that has to do with yvan and charlotte , and everything that has to do with yvan 's rambunctious , jewish sister and her non-jew husband , feels funny and true .",1,1,0.8086099028587341
169,this one does the job i need it for !  .,1,1,0.9535577893257141
170,"when it 's all wet , blue crush is highly enjoyable .",1,1,0.5125046372413635
171,unfortunately this product did not do much for me .,0,0,0.16468393802642822
172,still it is a fun learning experience and so far so good .,1,0,0.4390568137168884
173,a deviant topical comedy which is funny from start to finish .,1,1,0.6021663546562195
174,if you can get past the fantastical aspects and harsh realities of `` the isle '' you 'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .,1,0,0.06382650136947632
175,this did not stop odor and my pets wanted to eat it .,0,0,0.2727724313735962
176,not a good product for conditioning even though it says it has shea butter .,0,0,0.347994863986969
177,he s heavy and stable enough to not tip over when it s windy .,1,0,0.07837343215942383
178,the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers .,1,1,0.7546352744102478
179,and do not remove part one of the screen until part two is applied .,1,0,0.12200725078582764
180,i may even give some as gifts this holiday season .,1,0,0.06243276596069336
181,"it it pretty hardy ,  i haven t broken it yet .",1,0,0.1758098006248474
182,well-shot but badly written tale set in a future ravaged by dragons .,0,1,0.7227205634117126
183,"these are lives worth watching , paths worth following .",1,0,0.1792709231376648
184,i cannot wait to show it off ! thank you !  .,1,1,0.9394612312316895
185,like how many times you face the nazgul and how easily they are beaten .,0,1,0.5412231087684631
186,beyond a handful of mildly amusing lines ... there just is n't much to laugh at .,0,0,0.30702829360961914
187,spent more time fiddling with this than i did looking at the road .,0,0,0.23825162649154663
188,i bought the lowest priced model more to test the brand than anything else .,1,0,0.1679515242576599
189,i though it would be faster and easier but it wasn t .,1,0,0.14846372604370117
190,if your bike had a kickstand on the plate it won t lock down .,0,0,0.18051213026046753
191,something the true film buff will enjoy .,1,1,0.9210024476051331
192,most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness .,1,1,0.7735688090324402
193,i tried everything short of breaking the thing open .,0,0,0.17544806003570557
194,"great headset ,  solid build quality and blocks out the wind .",1,1,0.6860705018043518
195,i loved the food for my cats as you can read below .,0,0,0.10362422466278076
196,"its like that showtime rotisserrie oven ,  you set it and forget it .",1,1,0.8239495158195496
197,i ordered these from amazon since i could find them nowhere in my area .,0,0,0.1336844563484192
198,i had much better luck with the other three pairs mentioned .,0,0,0.11972028017044067
199,i put in a password but router won t recoginize it .,0,0,0.20845550298690796
200,"it takes this never-ending confusion and hatred , puts a human face on it , evokes shame among all who are party to it and even promotes understanding .",1,1,0.7077469825744629
201,i got this as a gift for my son .,1,0,0.09616279602050781
202,"num_extend has much better graphics ,  better sound ,  slightly better control .",0,0,0.39830076694488525
203,maybe i found the proceedings a little bit too conventional .,0,0,0.17014354467391968
204,it basically picks up what is directly in front of it .,1,1,0.5133474469184875
205,"what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment .",1,1,0.595814049243927
206,... the sum of the parts equals largely a confused mediocrity .,0,0,0.19669753313064575
207,almost everything else is wan .,0,0,0.4742182493209839
208,this style of meat pounder is sort of commodity like .,1,0,0.38554567098617554
209,"even as lame horror flicks go , this is lame .",0,0,0.34200650453567505
210,they pile up nice in the closet and clean up great in the dishwasher .,1,0,0.4510865807533264
211,"a boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater .",0,1,0.6911603212356567
212,the film runs on equal parts of innocence and wisdom -- wisdom that comes with experience .,1,0,0.30567848682403564
213,the wheel oftenly stuck and wont turn on its rail .,0,0,0.17125928401947021
214,i would not suggest this on black iphones .,1,0,0.05424016714096069
215,one minute per slice seems like a good rule of thumb so far .,1,1,0.608424961566925
216,the cheese came out light and fluffy wished i had had one earlier .,1,0,0.1982567310333252
217,"auto shut off after num_num hours ,  which is a good feature .",1,1,0.9696755409240723
218,"too loud , too long and too frantic by half , die another day suggests that the bond franchise has run into a creative wall that 007 can not fly over , tunnel under or barrel through .",0,0,0.03787875175476074
219,just do your homework and you will end up pretty satisfied .,1,1,0.6391122937202454
220,this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .,1,1,0.8215040564537048
221,sugar is extremely addictive and does absolutely nothing for your body .,0,0,0.3935246467590332
222,then into my phone and it chargers my phone .,1,0,0.4830678105354309
223,there is no menu selection for find free books .,0,0,0.28258365392684937
224,i only ordered on here because they were alot cheaper .,0,0,0.47778618335723877
225,"a hip ride into hyper-time , clockstoppers is a lively and enjoyable adventure for all ages at any time .",1,0,0.13985008001327515
226,voice command is better on this set than other ones i ve tried .,1,0,0.25191962718963623
227,i kept it though i do not use it .,0,0,0.06903225183486938
228,despite the port breaking it gets num_extend stars .,1,0,0.23498940467834473
229,the main flavor to come through is cinnamon and the slight sweetness of stevia .,0,0,0.04379594326019287
230,director rob marshall went out gunning to make a great one .,1,1,0.8185386061668396
231,we usually run it on low and it is relatively quite .,1,0,0.1368495225906372
232,i can t believe i haven t owned one of these before .,1,0,0.06824135780334473
233,a marvellous journey from childhood idealism to adolescent self-absorption .,1,1,0.7372823357582092
234,and i wanted them all to be easy to access .,0,1,0.503105640411377
235,it does this to a very significant degree and is extremely uncomfortable to wear .,0,0,0.127427339553833
236,"christians sensitive to a reductionist view of their lord as a luv-spreading dr. feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic .",1,1,0.7884019613265991
237,i did not have what i felt were unrealistic expectations of this device .,1,0,0.038835763931274414
238,shocking only in that it reveals the filmmaker 's bottomless pit of self-absorption .,0,1,0.7488095760345459
239,... too gory to be a comedy and too silly to be an effective horror film .,0,0,0.16326749324798584
240,"sunshine state lacks the kind of dynamic that limbo offers , and in some ways is a rather indulgent piece .",0,0,0.23921382427215576
241,"a sour , nasty offering .",0,0,0.1312239170074463
242,"finish is great ,  and it makes great french toast .",1,1,0.9318955540657043
243,"ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , ` what 's the point ? '",0,0,0.10969686508178711
244,"unfortunately ,  not my blackberry nor my cell phone .",0,0,0.2788045406341553
245,the acting alone is worth the price of admission .,1,0,0.17388248443603516
246,another thing i really like is that it does not have rivets .,1,0,0.43289339542388916
247,it worked for maybe num_num months then died .,0,0,0.27486491203308105
248,i do n't think i 've been as entranced and appalled by an asian film since shinya tsukamoto 's iron man .,1,0,0.09887605905532837
249,this turner has worked well for the last few years .,1,1,0.9312424659729004
250,of course the german s call this sort of idea good engineering .,1,1,0.9795690178871155
251,"synching is simple ,  with no passwords or codes required .",1,1,0.7110756039619446
252,notorious c.h.o. has oodles of vulgar highlights .,0,1,0.7201287150382996
253,"the character is too forced and overwritten to be funny or believable much of the time , and clayburgh does n't always improve the over-the-top mix .",0,0,0.07355666160583496
254,"whether you 're moved and love it , or bored or frustrated by the film , you 'll still feel something .",1,0,0.03063356876373291
255,we miss the quirky amazement that used to come along for an integral part of the ride .,0,0,0.30617451667785645
256,"sluggishly directed by episodic tv veteran joe zwick , it 's a sitcom without the snap-crackle .",0,0,0.28078025579452515
257,a dreary rip-off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans .,0,1,0.7510902881622314
258,"spousal abuse is a major problem in contemporary society , but the film reduces this domestic tragedy to florid melodrama .",0,1,0.7445365190505981
259,"do n't plan on the perfect ending , but sweet home alabama hits the mark with critics who escaped from a small town life .",1,0,0.12581747770309448
260,"to the film 's credit , the acting is fresh and unselfconscious , and munch is a marvel of reality versus sappy sentiment .",1,0,0.11093604564666748
261,"a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we 're left wondering about this exotic-looking woman whose emotional depths are only hinted at .",1,0,0.12043070793151855
262,"truth to tell , if you 've seen more than half-a-dozen horror films , there 's nothing here you have n't seen before .",0,0,0.06634658575057983
263,you 've seen them a million times .,0,0,0.32877445220947266
264,"other than that small problem ,  this is a great bt headdest .",1,1,0.8174017071723938
265,will grab your children by the imagination and amaze them and amuse them .,1,0,0.2818390727043152
266,it is so small . get a racket ball . pass this one by .,0,0,0.06593698263168335
267,"a thoughtful , moving piece that faces difficult issues with honesty and beauty .",1,0,0.11850684881210327
268,i did n't believe for a moment in these villains or their plot .,0,0,0.07283163070678711
269,"the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin .",1,0,0.41540420055389404
270,"one of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating .",0,0,0.4110821485519409
271,"as adapted by kevin molony from simon leys ' novel `` the death of napoleon '' and directed by alan taylor , napoleon 's journey is interesting but his parisian rebirth is stillborn",0,0,0.09287476539611816
272,"only an epic documentary could get it all down , and spike lee 's jim brown : all american at long last gives its subject a movie worthy of his talents .",1,0,0.44484877586364746
273,"it might be tempting to regard mr. andrew and his collaborators as oddballs , but mr. earnhart 's quizzical , charming movie allows us to see them , finally , as artists .",1,0,0.18512344360351562
274,"once the charger is removed ,  the phone starts working ,  again .",0,1,0.8263679146766663
275,seems to working fine in my mother s humidifier .,1,1,0.7844662070274353
276,they have a medium pile lining that has more of a stiffer polyester feel .,0,0,0.25647562742233276
277,"it 's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous full frontal .",1,0,0.18781888484954834
278,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap .",1,0,0.1541886329650879
279,easy to put on and i have no problems .,1,0,0.44246000051498413
280,"though everything might be literate and smart , it never took off and always seemed static .",0,0,0.29596269130706787
281,"a thoughtful , provocative , insistently humanizing film .",1,0,0.3021208643913269
282,"the wwii drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear .",1,0,0.3705400228500366
283,"i do n't know precisely what to make of steven soderbergh 's full frontal , though that did n't stop me from enjoying much of it .",1,0,0.06710207462310791
284,the result is something quite fresh and delightful .,1,0,0.4065532088279724
285,one of the greatest romantic comedies of the past decade .,1,1,0.8390895128250122
286,haneke challenges us to confront the reality of sexual aberration .,1,0,0.38060104846954346
287,the plot is so predictable and sentimental that viewers are likely to lose interest before sandrine and her goats walk off into the sunset .,0,1,0.7167448997497559
288,it 's also heavy-handed and devotes too much time to bigoted views .,0,0,0.4344468116760254
289,plus its from amazon and amazon wouldn t put their name on crap .,1,0,0.11836975812911987
290,games like gem journey are easier to play with a stylus like this .,1,1,0.550879716873169
291,"i ll stick to my xbox for now ,  thanks .",0,1,0.7841651439666748
292,the same panel buttons are there but in a better placement .,1,0,0.3747546672821045
293,"it feels like a community theater production of a great broadway play : even at its best , it will never hold a candle to the original .",0,0,0.21108466386795044
294,"... perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world .",0,1,0.9396336078643799
295,i have dropped the phone onto a tile floor and it is fine .,1,1,0.5400277972221375
296,"once again , director jackson strikes a rewarding balance between emotion on the human scale and action\/effects on the spectacular scale .",1,0,0.21467173099517822
297,he read every amazon . com review as well as the zojirushi website .,1,1,0.5458751320838928
298,"however ,  slicing up tons of veggies can be quite time consuming .",1,1,0.7421963810920715
299,hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue .,1,0,0.16714757680892944
300,the recipe that comes with it is tasty .,1,1,0.6237874627113342
301,"hand graters can be a mess to clean ,  especially under the handle .",1,0,0.47580236196517944
302,this is definitely not the case with the num_extend,1,0,0.0968887209892273
303,looks like a high school film project completed the day before it was due .,0,1,0.9134489297866821
304,i also have to hold the headphone cord to keep it from flapping around .,0,0,0.2804991602897644
305,"witty , touching and well paced .",1,0,0.10723274946212769
306,"this version 's no classic like its predecessor , but its pleasures are still plentiful .",1,0,0.051594674587249756
307,my first draft of this review was also way too long .,0,0,0.10170108079910278
308,her delivery and timing are flawless .,1,1,0.9191058278083801
309,speedloader is very hard to use especially with an extended magazine .,0,0,0.19366616010665894
310,"a graceless , witless attempt at mating some like it hot with the wwii espionage thriller .",0,0,0.4559449553489685
311,frida 's artistic brilliance is undeniable -- it 's among the most breathtakingly designed films i 've ever seen .,1,0,0.14430642127990723
312,"first good , then bothersome .",0,0,0.3844531178474426
313,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .,1,0,0.33518874645233154
314,"if your senses have n't been dulled by slasher films and gorefests , if you 're a connoisseur of psychological horror , this is your ticket .",1,0,0.1732742190361023
315,don t buy this unless you like replacing toasters .,0,0,0.22148919105529785
316,i am glad that i did not spend a fortune on the electric models .,1,1,0.6163405179977417
317,unfortunately i m not sure what all the five star reviews are for .,0,1,0.6705036163330078
318,"the plot is very clever , but boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep track of .",0,0,0.07552260160446167
319,ridiculous !  i had trouble getting it on with zero bubbles .,0,1,0.7597247958183289
320,a very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more .,0,1,0.5391938090324402
321,"the computer recognized the usb connection ,  but the cursor never moved .",0,1,0.8244947195053101
322,it s too bad because they look like they would keep my ears warm .,0,0,0.4246845245361328
323,little more than a frothy vanity project .,0,1,0.6873173713684082
324,this is the old faithful water filter pitcher .,1,1,0.5156111121177673
325,just spend the extra bucks and buy an official one from apple .,0,0,0.3809380531311035
