row_id,TEXT,LABEL,category
1422,the film often achieves a mesmerizing poetry .,1,Movie
154,"audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film 's tart , sugar-free wit .",0,Movie
1033,however signal between transmitter and receiver does not work between insulated patio glass door .,1,Product
899,no reason for anyone to invest their hard-earned bucks into a movie which obviously did n't invest much into itself either .,0,Movie
1221,"it almost plays like solaris , but with guns and jokes .",1,Game
1439,i run it outside the window and connect it to a garden hose .,0,Other
333,a long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .,0,Other
869,i would recommend to anyone who wants a pda .,1,Other
1977,"there were other vegetables included ,  but you really couldn t taste them .",0,Other
1370,"much of the way , though , this is a refreshingly novel ride .",1,Other
380,should have a wider design for different foods .,1,Other
546,"for the first time in several years , mr. allen has surpassed himself with the magic he 's spun with the hollywood empress of ms. leoni 's ellie .",1,Other
1948,"greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",1,Movie
26,will update this review should it meet a similar fate to my previous wheel .,1,Other
1446,bento spoon and the boker knife which is quite nice .,1,Other
1364,the head set is quite comfortable  at least for me  .,1,Other
297,he read every amazon . com review as well as the zojirushi website .,1,Product
588,"this is what s affordable right now ,  so it has to do .",1,Other
176,not a good product for conditioning even though it says it has shea butter .,0,Product
16,"bad company leaves a bad taste , not only because of its bad-luck timing , but also the staleness of its script .",0,Product
1164,"as -lrb- the characters -rrb- get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound .",0,Movie
1648,i have no padding of my own to offset hard soles .,0,Other
1837,i purchased this based on rave reviews from others .,0,Other
1904,there s no way this will last as long as claimed .,0,Other
783,we plugged in an extra headset laying around the house .,0,Product
1274,worth the effort to watch .,1,Movie
453,"if it 's possible for a sequel to outshine the original , then sl2 does just that .",1,Other
119,"toasts bread ,  muffins and bagels with lots of options to choose .",1,Other
842,"lasted for two games ,  during which i was the sole operator .",0,Game
1412,i would not even give my current one away .,0,Other
630,"we never really feel involved with the story , as all of its ideas remain just that : abstract ideas .",0,Movie
873,what kids will discover is a new collectible .,1,Other
215,one minute per slice seems like a good rule of thumb so far .,1,Other
462,"the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .",0,Product
1706,"instead of accurately accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre .",0,Movie
530,even legends like alfred hitchcock and john huston occasionally directed trifles ... so it 's no surprise to see a world-class filmmaker like zhang yimou behind the camera for a yarn that 's ultimately rather inconsequential .,0,Movie
1678,i really like how this counter protector curves over the edge of the counter .,1,Other
430,"in my experience ,  they are a constant source of problems .",0,Other
521,the cookbook that comes with it is adequate .,1,Other
1914,"a triumph of art direction over narrative , but what art direction !",1,Other
320,a very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more .,0,Other
706,i just received a replacement bb curve from verizon .,1,Other
1058,"worse ,  the controls are so confusing that it gives me a headache .",0,Other
738,"i just flipped the pan over ,  and there they were .",1,Other
879,careful when using steak knives however because they will scratch these plates .,1,Product
698,even die-hard fans of japanese animation ... will find this one a challenge .,0,Other
984,"gee , a second assassin shot kennedy ?",0,Other
962,there is n't a weak or careless performance amongst them .,1,Other
1825,"eventually , it wins you over .",1,Other
1236,so what it comes down to is that u get what u paid for .,0,Other
1402,i received the wrong color and it shreds easily .,0,Other
685,durable and seems similar quality to apple products .,1,Product
1251,the buttons to extend the arms worked exactly one time before breaking .,0,Product
1074,"droll caper-comedy remake of `` big deal on madonna street '' that 's a sly , amusing , laugh-filled little gem in which the ultimate `` bellini '' begins to look like a `` real kaputschnik . ''",1,Movie
1453,you can practically smell the patchouli oil .,0,Other
1372,rates an ` e ' for effort -- and a ` b ' for boring .,0,Other
497,an original gem about an obsession with time .,1,Other
1994,nothing bad to say about this wonderful innovation at all .,1,Other
1406,this is one of the best vacuums i ve ever come across .,1,Other
1459,the ill-conceived modern-day ending falls flat where it should deliver a moral punch .,0,Other
547,propelled not by characters but by caricatures .,0,Other
192,most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness .,1,Movie
287,the plot is so predictable and sentimental that viewers are likely to lose interest before sandrine and her goats walk off into the sunset .,0,Other
1937,m??nch 's genuine insight makes the film 's occasional overindulgence forgivable .,1,Movie
1444,most pizza wheels that i ve seen are much smaller .,1,Other
504,wish it had a crank or something to make it easier .,1,Other
1411,"i say that after trying many cheap pathetic headsets ,  sigh .",1,Product
1294,obviously the margin of safety  from overflow  is much smaller .,1,Other
1764,"i had two problems ,  one caused the rating to num_num num_extend",1,Product
38,perfect size for preparing dishes . it really works well .,1,Product
1497,"she lists ingredients , but never mixes and stirs .",0,Other
1790,obvious politics and rudimentary animation reduce the chances that the appeal of hey arnold !,0,Other
144,"as a singular character study , it 's perfect .",1,Other
9,they get into the corners as described and are flexible yet firm .,1,Other
1111,the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini-mod-madness of '60s spy movies .,1,Movie
1323,"i doubt anyone will remember the picture by the time christmas really rolls around , but maybe it 'll be on video by then .",0,Other
916,"but if it is indeed a duty of art to reflect life , than leigh has created a masterful piece of artistry right here .",1,Other
815,"romanek keeps the film constantly taut ... reflecting the character 's instability with a metaphorical visual style and an unnerving , heartbeat-like score .",1,Movie
1775,"not ` terrible filmmaking ' bad , but more like , ' i once had a nightmare like this , and it 's now coming true ' bad .",0,Movie
1336,"renner 's performance as dahmer is unforgettable , deeply absorbing .",1,Other
120,"despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style .",0,Movie
125,i use it charge my batteries since my usb port is not an option .,1,Product
1952,"it is easy to clean ,  but honestly i rarely clean it .",1,Other
1634,i have not been able to stop using it .,1,Other
74,i would not trust anything bigger than iphone num_extend,0,Other
357,it makes a farce out of a good num_num num_extend,0,Other
417,the kids often appear to be reading the lines and are incapable of conveying any emotion .,0,Other
268,i did n't believe for a moment in these villains or their plot .,0,Other
652,"a turgid little history lesson , humourless and dull .",0,Movie
986,"the film is itself a sort of cinematic high crime , one that brings military courtroom dramas down very , very low .",0,Movie
1903,very well designed and easy to figure out .,0,Other
849,i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women .,0,Movie
856,this item does not provide full coverage as the picture suggests .,0,Product
1384,"thirty years ago , it would have been groundbreaking .",0,Other
378,that does not hold true for this product .,0,Product
1995,an imaginative comedy\/thriller .,1,Movie
1086,the case fit okay but not attractive at all .,0,Other
788,"offensive in the way it exploits the hot-button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented .",0,Product
264,"other than that small problem ,  this is a great bt headdest .",1,Other
587,engagingly captures the maddening and magnetic ebb and flow of friendship .,1,Other
1896,so i bought this product hoping it would help to regulate my cycles .,0,Product
1343,"ekobrew ,  the coffee always stays in that bottom wedge section .",0,Other
1144,loved the deffender case hated the apple phone .,1,Other
109,nice not to have a burner going for hours .,1,Other
1067,one thing is the amazingly poor unit a . i .,0,Other
728,"as i get hit ,  my health endurance goes down .",0,Other
731,farrell ... thankfully manages to outshine the role and successfully plays the foil to willis 's world-weary colonel .,1,Game
912,"great dutch oven ,  works well and fun to use on camping trips .",1,Product
1662,"nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them .",0,Movie
1077,do not buy . i didn t expect much because of the cost .,0,Product
1762,... the last time i saw a theater full of people constantly checking their watches was during my sats .,0,Movie
288,it 's also heavy-handed and devotes too much time to bigoted views .,0,Other
381,"my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts .",1,Other
1035,i contacted the company and they said that the shipment had been lost .,0,Other
717,i didn t have enough of them to return .,0,Other
41,but the back side looks nice as well .,1,Other
1123,demands too much of most viewers .,0,Other
1057,i can use a creamy concealer on it .,0,Product
121,a film that is a portrait of grace in an imperfect world .,1,Movie
1418,"generally if a toy makes noise ,  i don t mind so much .",0,Other
858,i would have given a five star if the packaging with some bubble wrap .,1,Other
111,i purchased two to mount horizontally under the shelves of my kitchen island .,1,Other
149,i would not buy anything else from this vendor .,0,Product
1462,this item works just as i thought it would .,1,Product
1658,every product i own from them has failed or been a letdown .,0,Product
1476,with medium usage its closer to about num_num hours .,1,Other
1590,"where last time jokes flowed out of cho 's life story , which provided an engrossing dramatic through line , here the comedian hides behind obviously constructed routines .",0,Movie
50,thank heaven the operation is intuitive because there are no instructions .,0,Product
627,"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .",1,Other
1524,"also it gets very hot while plugged in ,  which freaked me out .",0,Other
1637,"adequately long cord . made in china ,  hence no reliability .",1,Other
1018,"while the mascara is soft ,  it is not full .",0,Other
743,absolutely horrid; cheaper @ costco if you must .,0,Product
429,"you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling .",1,Other
1927,"no movement , no yuks , not much of anything .",0,Other
62,i wouldn t trade them but this is a great knife for the price .,1,Product
385,gosling provides an amazing performance that dwarfs everything else in the film .,1,Movie
804,if you have soft facial fair then by all means use these razors .,0,Product
67,the movie will reach far beyond its core demographic .,1,Movie
1284,this time kaufman 's imagination has failed him .,0,Other
468,"these are supposedly cotton ,  but they don t feel like it .",0,Other
529,"the movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow .",1,Movie
1332,"and after all that ,  the base broke too .",0,Other
1862,they would flip off or get hung up due to poorly rolling wheels .,0,Other
61,"my little girl wanted this for her birthday ,  so we got it .",0,Other
1426,despite some gulps the film is a fuzzy huggy .,1,Movie
1292,it was the finger next to his hole finger .,1,Other
1253,"it tries too hard , and overreaches the logic of its own world .",0,Other
397,a painfully leaden film destined for pre-dawn cable television slots .,0,Movie
1543,we have tried a few recipes and had fun with them .,1,Other
623,its characters are thinner than cardboard -- or even comic-book paper .,0,Other
1674,drinking the coffee was slightly less unpleasent than the smell suggested it would be .,0,Other
1288,it is great if you have more than one guest to serve .,1,Other
817,it s also a good size for a family of num_extend,1,Other
1208,"never quite transcends jokester status ... and the punchline does n't live up to barry 's dead-eyed , perfectly chilled delivery .",0,Other
1737,"-lrb- director -rrb- byler may yet have a great movie in him , but charlotte sometimes is only half of one .",0,Movie
792,what a change in my life this will make .,1,Other
880,"an intelligent , moving and invigorating film .",1,Movie
564,i will never again purchase another game where this is a requirement .,0,Game
68,one to another company and two to amazon . com .,1,Product
720,... surprisingly inert for a movie in which the main character travels back and forth between epochs .,0,Movie
447,has the feel of an unedited personal journal .,0,Other
871,but i like the phone to be up higher on the windshield . recommended .,1,Other
1378,i have been extremely happy with my purchase .,1,Other
1467,bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that does n't deserve to leave the building until everyone is aware of it .,1,Movie
632,"the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes breezes by .",1,Other
131,so far i am not at all happy .,0,Other
936,"what a ripoff !  learn from my mistake ,  do not buy .",0,Product
1118,dawdles and drags when it should pop ; it does n't even have the virtue of enough mindless violence to break up the tedium of all its generational bonding .,0,Other
102,imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you 've imagined the ring .,0,Movie
1946,"how on earth , or anywhere else , did director ron underwood manage to blow $ 100 million on this ?",0,Movie
65,"so many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rare gift for unflinching impartiality .",1,Game
1889,this is carion 's debut feature but his script and direction hums with a confidence that many spend entire careers trying to reach .,1,Other
1827,this gets the job done for the price .,1,Product
1971,"thoughtful , provocative and entertaining .",1,Other
1318,"for the most part , i spy was an amusing lark that will probably rank as one of murphy 's better performances in one of his lesser-praised movies .",1,Movie
1041,"greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past , and he is matched by schweig , who carries the film on his broad , handsome shoulders .",1,Movie
1387,a monster combat thriller as impersonal in its relentlessness as the videogame series that inspired it .,0,Game
1324,would suggest using one of the toy bubblers amazon sells .,0,Product
1365,"though ganesh is successful in a midlevel sort of way , there 's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention .",0,Game
1876,... breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters . ',1,Other
1687,"a deliciously mordant , bitter black comedy .",1,Movie
404,u.s. audiences may find -lrb- attal and gainsbourg 's -rrb- unfamiliar personas give the film an intimate and quaint reality that is a little closer to human nature than what hollywood typically concocts .,1,Movie
308,her delivery and timing are flawless .,1,Other
160,$ is too much to pay for a $ cable .,0,Product
1131,washing it is a breeze and just takes a second .,1,Other
1023,that is right up until one day the record feature stopped working .,0,Product
17,"scarlet diva has a voyeuristic tug , but all in all it 's a lot less sensational than it wants to be .",0,Other
1773,the impact of the armenian genocide is diluted by too much stage business in the modern day .,0,Other
526,have been using it daily since it arrived .,1,Other
1730,no battery to wear out and have to replace .,1,Product
85,high crimes miscasts nearly every leading character .,0,Other
1651,"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race .",1,Other
1367,"smart science fiction for grown-ups , with only a few false steps along the way .",1,Other
1156,"earns its laughs from stock redneck ` types ' and from the many , many moments when we recognize even without the elizabethan prose , the play behind the thing .",1,Game
444,i bought this product for feeding my num_num persian cats while on vacation .,0,Product
1838,the inside of the case that contacts the phone is not smooth at all .,0,Other
1728,the movie has an avalanche of eye-popping visual effects .,1,Movie
1062,tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth .,1,Other
1335,it should reconnect easily when you are in the num_extend,1,Other
1794,"plus ,  it s not very filling ,  even for rice .",0,Other
173,a deviant topical comedy which is funny from start to finish .,1,Movie
141,these run quite small even though they are stretchy .,0,Other
407,"if this holiday movie is supposed to be a gift , somebody unwrapped it early , took out all the good stuff , and left behind the crap -lrb- literally -rrb- .",0,Movie
1645,"foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",1,Product
719,i can t send it back again because i don t have it .,0,Product
757,insert the micro usb to your phone and enjoy your widescreen display .,0,Movie
237,i did not have what i felt were unrealistic expectations of this device .,1,Product
1603,just make sure that you don t misplace the spout stopper .,1,Other
982,"he enjoys this toy ,  but can get the treats out fairly quickly .",0,Other
43,think of it as a sort of comfort food for the mind .,1,Other
1330,i agree with the others that this was tough to open .,0,Other
1522,bullock does a good job here of working against her natural likability .,1,Product
1472,i thought this was the hard plastic screen cover and it isn t .,0,Movie
756,like they glued it together and shipped it out it seemed .,0,Other
727,the transmit strength on this compact num_extend is pretty strong .,0,Other
72,a meeting my phone is in the bag charging .,1,Other
1881,even those of a single digit age will be able to recognize that this story is too goofy ... even for disney .,0,Movie
1929,its tollable but thats not the best thing to say about headphones .,0,Other
1534,no more .,0,Other
695,"all ends well , sort of , but the frenzied comic moments never click .",0,Other
1516,"i can hear the caller clearly ,  vice versa .",1,Other
1627,murderous maids may well be the most comprehensive of these films and also strike closest to the truth .,1,Movie
540,"a sad , superior human comedy played out on the back roads of life .",1,Movie
744,purchased this to charge my new android tablet in the car on trips .,1,Other
1780,an experience so engrossing it is like being buried in a new environment .,1,Other
1413,the item was considerably different quality than pictured .,0,Product
351,"it 's a pleasure to see seinfeld griping about the biz with buddies chris rock , garry shandling and colin quinn .",1,Other
624,"even by dumb action-movie standards , ballistic : ecks vs. sever is a dumb action movie .",0,Movie
575,b. -rrb- that sure is pathetic !,0,Other
1635,jacquot 's tosca is a treat .,1,Other
1478,we purchased this so our daughter could have fun toy to play with .,0,Game
533,shame on what otherwise has been a reliable company with several other respectful products .,0,Product
1787,what jackson has accomplished here is amazing on a technical level .,1,Game
1807,"it 's the cinematic equivalent of a good page-turner , and even if it 's nonsense , its claws dig surprisingly deep .",1,Movie
622,i don t want the bulk of an otterbox defender .,1,Other
1101,i admired this work a lot .,1,Product
1368,since that time i have replaced the game .,0,Game
464,"it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks .",0,Other
1454,it looks like i ve splashed glitter all over my face .,0,Other
551,"a baffling misfire , and possibly the weakest movie -lrb- woody allen -rrb- has made in the last twenty years .",0,Movie
522,offers that rare combination of entertainment and education .,1,Other
1949,it stores in a really small place and is built to last .,1,Other
835,"like its two predecessors , 1983 's koyaanisqatsi and 1988 's powaqqatsi , the cinematic collage naqoyqatsi could be the most navel-gazing film ever .",0,Movie
1474,certainly one of the more widely produced in the us .,0,Other
1408,for me this was a most disappointing product .,0,Product
221,sugar is extremely addictive and does absolutely nothing for your body .,0,Other
805,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,0,Other
196,"its like that showtime rotisserrie oven ,  you set it and forget it .",1,Other
1143,she could have decorated her carrying case herself .,0,Other
796,the grill surface is easier to clean than our other grills .,1,Other
724,the concept was great and it worked very well when it worked .,0,Product
1782,"an impressive debut for first-time writer-director mark romanek , especially considering his background is in music video .",1,Movie
646,you can go to any chain store and do better .,0,Other
6,anyway i recommend this one for its price and quality .,1,Product
388,"there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public recital .",1,Other
282,"the wwii drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear .",1,Movie
1893,i can t remember when i first bought this timer .,1,Product
1351,"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg .",1,Other
801,"theirs is a simple and heart-warming story , full of mirth that should charm all but the most cynical .",1,Movie
129,all my testing proves the same . hope that helps .,1,Other
683,so far has lasted for a long time and does not wear off .,1,Other
1933,"opens at a funeral , ends on the protagonist 's death bed and does n't get much livelier in the three hours in between .",0,Other
489,it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit .,1,Other
1891,the real thing is nong shim shin noodle ramyun .,0,Other
1397,a wildly funny prison caper .,1,Other
161,"by the end of no such thing the audience , like beatrice , has a watchful affection for the monster .",1,Movie
1525,#NAME?,1,Other
1069,i d rather tie a towel around my neck as a cape .,0,Other
1184,the second chapter of the harry potter series is even more magical than the first and simply the best family film of the year .,1,Movie
183,"these are lives worth watching , paths worth following .",1,Movie
1877,ethan hawke has always fancied himself the bastard child of the beatnik generation and it 's all over his chelsea walls .,0,Other
604,i m sure it depends on your age and body type .,0,Other
11,"liman , of swingers and go , makes his big-budget action film debut something of a clunker as he delivers a long , low-heat chase , interrupted by a middling car chase .",0,Movie
1781,i thought the concept was good; scuffy thinks otherwise .,0,Other
1356,"either you will like it ,  or you won t .",1,Other
1609,the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,1,Movie
1652,"it 's the kind of movie that ends up festooning u.s. art house screens for no reason other than the fact that it 's in french -lrb- well , mostly -rrb- with english subtitles and is magically ` significant ' because of that .",0,Movie
1777,delicious over fruit and kashii go lean crunch cereal .,1,Other
1555,this version incarnates the prophetic book in a way even its exacting author might admire .,1,Other
279,easy to put on and i have no problems .,1,Other
101,"it 's so underwritten that you ca n't figure out just where the other characters , including ana 's father and grandfather , come down on the issue of ana 's future .",0,Other
1756,"i did some research ,  and went with this one .",0,Other
620,i m just looking forward to the day i get to replace it .,0,Other
1689,a dreadful live-action movie .,0,Movie
1951,maybe a num_extend old girl could wear it .,0,Other
1013,there must be an engineering issue with the motor of the toy .,0,Other
460,i can carry it in my pocket and use it when i need to .,1,Product
908,this is art paying homage to art .,1,Other
335,it 's as flat as an open can of pop left sitting in the sun .,0,Other
1044,the did not a aborb water at all .,0,Other
561,"lanie 's professional success means she must be a failure at life , because she 's driven by ambition and does n't know how to have fun .",0,Product
1116,it works for maybe a few minutes and wears off quickly .,0,Product
1222,what was subtle and mystifying in the novella is now broad and farcical .,0,Other
420,"the film would work much better as a video installation in a museum , where viewers would be free to leave .",0,Product
1548,nothing about it fits .,0,Other
1958,"-lrb- schweiger is -rrb- talented and terribly charismatic , qualities essential to both movie stars and social anarchists .",1,Movie
1025,"even when foreign directors ... borrow stuff from hollywood , they invariably shake up the formula and make it more interesting .",1,Movie
723,it s very simple and takes up very little space on the pot rack .,1,Other
1676,i won t be buying any more in the future .,0,Product
1148,the product is not durable but it might just be the one i received .,0,Product
778,"a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats .",1,Movie
725,"de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli .",1,Movie
1390,i m not sure why this grinder got so many mixed reviews .,1,Other
1629,the bowl is too light  we even had it on a rubber mat .,0,Other
650,if high crimes were any more generic it would have a universal product code instead of a title .,0,Product
