row_id,TEXT,LABEL,Polarity_Score,irony_score
50,thank heaven the operation is intuitive because there are no instructions .,0,0,0.958550811
51,i miss my days of cracker eating before becoming gluten free .,0,0.425,0.633614659
52,"so ,  to me this is pretty darn  instant  .",1,0.125,0.490059078
53,a well-made and often lovely depiction of the mysteries of friendship .,1,0.5,0.438151717
54,"occasionally melodramatic , it 's also extremely effective .",1,0.3,0.177673161
55,"even with all those rough edges safely sanded down , the american insomnia is still pretty darned good .",1,0.1991,0.42880702
56,"like i said ,  it works ,  these are ok .",1,0.5,0.916154683
57,this is junk food cinema at its greasiest .,0,0,0.874531448
58,"-lrb- wendigo is -rrb- why we go to the cinema : to be fed through the eye , the heart , the mind .",1,0,0.369008482
59,"a mix of velocity and idiocy , this ruinous remake lacks the brawn -- and the brains -- of the 1970s original .",0,0.0375,0.154031873
60,"without september 11 , collateral damage would have been just another bad movie .",0,-0.7,0.437743008
61,"my little girl wanted this for her birthday ,  so we got it .",0,-0.1875,0.655857146
62,i wouldn t trade them but this is a great knife for the price .,1,0.8,0.0454368
63,"static , repetitive , muddy and blurry , hey arnold !",0,0.0938,0.161196411
64,a predictable and stereotypical little b-movie .,0,-0.2958,0.850389361
65,"so many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rare gift for unflinching impartiality .",1,0.2667,0.538147986
66,flaccid drama and exasperatingly slow journey .,0,-0.3,0.51941669
67,the movie will reach far beyond its core demographic .,1,0.1,0.600645244
68,one to another company and two to amazon . com .,1,0,0.223585546
69,"though howard demonstrates a great eye as a director , this southern gothic drama is sadly a tough sit , with an undeveloped narrative and enough flashbacks and heavy-handed metaphors to choke a horse -- or at least slow him down to a canter .",0,-0.0492,0.043331265
70,it stays stable in your ear very nicely and is surprisingly very comfortable .,1,0.65,0.598427057
71,the material that it is made of is like a dirt magnet .,0,0,0.364471197
72,a meeting my phone is in the bag charging .,1,0,0.357469261
73,if you can afford it step up to something that will last .,0,0,0.063984931
74,i would not trust anything bigger than iphone num_extend,0,0,0.050293744
75,i was concerned for the price that these measuring cups would be flimsy .,1,0,0.168828726
76,the movie exists for its soccer action and its fine acting .,1,0.1722,0.861408591
77,the bottom most container is not as small as one would think .,1,0.125,0.094713926
78,"usually when i get this much syrup , i like pancakes to go with it .",0,-0.025,0.329140544
79,"this headset is awesome ,  the sound quality is truly amazing .",1,0.6667,0.823772013
80,ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier .,1,1,0.372922003
81,trying to slide to a different screen instantly turns it back off .,0,0,0.326445043
82,steve irwin 's method is ernest hemmingway at accelerated speed and volume .,1,0,0.339599311
83,that is sufficiently minor as to not affect my rating .,1,-0.05,0.092861533
84,"the picture , scored by a perversely cheerful marcus miller accordion\/harmonica\/banjo abomination , is a monument to bad in all its florid variety .",0,-0.15,0.24120754
85,high crimes miscasts nearly every leading character .,0,0.13,0.797806323
86,a captivating cross-cultural comedy of manners .,1,0.5,0.837112725
87,"like a tone-deaf singer at a benefit concert , john q. is a bad movie appearing on behalf of a good cause .",0,0,0.884078026
88,life is a crock -- or something like it .,0,0,0.418772638
89,"for its seriousness , high literary aspirations and stunning acting , the film can only be applauded .",1,0.152,0.140153944
90,replaced my pampered chef garlic press with this one .,1,0,0.4104895
91,i love the floral design and the colors .,1,0.5,0.318619788
92,i have read reviews from wine experts that it doesn t work .,1,0,0.349956751
93,a richly imagined and admirably mature work from a gifted director who definitely has something on his mind .,1,0.2437,0.287936687
94,"superior genre storytelling , which gets under our skin simply by crossing the nuclear line .",1,0.35,0.926598251
95,fear dot com is so rambling and disconnected it never builds any suspense .,0,0,0.362120748
96,i think i will return and stick with wool gloves .,0,0,0.134577453
97,so not that great for leaving on at night .,0,0.8,0.235321283
98,"places a slightly believable love triangle in a difficult-to-swallow setting , and then disappointingly moves the story into the realm of an improbable thriller .",0,0.1333,0.24015218
99,"the tug-of-war at the core of beijing bicycle becomes weighed down with agonizing contrivances , overheated pathos and long , wistful gazes .",0,-0.1028,0.352286577
100,"in the second half of the film , frei 's control loosens in direct proportion to the amount of screen time he gives nachtwey for self-analysis .",0,-0.0222,0.708327711
101,"it 's so underwritten that you ca n't figure out just where the other characters , including ana 's father and grandfather , come down on the issue of ana 's future .",0,-0.0935,0.086288929
102,imagine the james woods character from videodrome making a home movie of audrey rose and showing it to the kid from the sixth sense and you 've imagined the ring .,0,0.6,0.335150838
103,i think this size wont do a bigger bird than num_num pounds .,1,0,0.039372802
104,"it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",1,0.325,0.925096452
105,"it s very black ,  and it does add volume .",0,-0.2167,0.754750371
106,i don t see what others have liked about this .,0,0.6,0.100880384
107,i received them as a christmas present and i love them .,1,0.25,0.107604086
108,i was glad to see it was still available .,1,0.45,0.476249874
109,nice not to have a burner going for hours .,1,0.6,0.80293417
110,the last time i did it was a year ago  .,1,0,0.458252847
111,i purchased two to mount horizontally under the shelves of my kitchen island .,1,0,0.408628464
112,"the pleasures of super troopers may be fleeting , but they 'll register strongly with anybody who still retains a soft spot for precollegiate humor .",1,0.2889,0.287085831
113,plugs the ipad into my car and works great .,1,0.8,0.909467757
114,the flap also is good and does not come loose at all .,1,0.3115,0.083517134
115,"it 's a sly wink to the others without becoming a postmodern joke , made creepy by its `` men in a sardine can '' warped logic .",1,-0.025,0.315898538
116,"an unsatisfying hybrid of blair witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living .",0,0.1111,0.517774343
117,i purchased this jawbone hd as a replacement for an older jawbone thinker .,0,0.1667,0.195557594
118,but what spectacular sizzle it is !,1,0.75,0.619903982
119,"toasts bread ,  muffins and bagels with lots of options to choose .",1,0,0.099756479
120,"despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style .",0,0,0.052620232
121,a film that is a portrait of grace in an imperfect world .,1,0,0.229926765
122,"herzog is obviously looking for a moral to his fable , but the notion that a strong , unified showing among germany and eastern european jews might have changed 20th-century history is undermined by ahola 's inadequate performance .",0,0.1083,0.221667469
123,"the overall feel of the film is pretty cheesy , but there 's still a real sense that the star trek tradition has been honored as best it can , given the embarrassing script and weak direction .",0,0.0958,0.127778471
124,"dialogue-heavy and too cerebral for its own good -- or , at any rate , too cerebral for its racy subject matter .",0,0.3778,0.349603117
125,i use it charge my batteries since my usb port is not an option .,1,0,0.212223887
126,"feels like one of those contrived , only-in - hollywood productions where name actors deliver big performances created for the sole purpose of generating oscar talk .",0,-0.1667,0.945496678
127,this film 's relationship to actual tension is the same as what christmas-tree flocking in a spray can is to actual snow : a poor -- if durable -- imitation .,0,-0.1067,0.203771412
128,"great charger ,  though there may be cheaper options .",1,0.8,0.829830885
129,all my testing proves the same . hope that helps .,1,0.15,0.768966794
130,i ve used these a few times and broke them very easily .,0,0.1817,0.133178592
131,so far i am not at all happy .,0,0.45,0.241236866
132,"one of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind .",1,0.375,0.227421761
133,westfeldt and juergensen exude a chemistry and comfort level that 's both saucy and endearing .,1,0.5,0.351249814
134,but it offers plenty to ponder and chew on as its unusual relationship slowly unfolds .,1,0,0.08992976
135,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,1,-0.1,0.461088896
136,imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno .,0,-0.4,0.445430815
137,"order it with something else ,  and you ll get free shipping .",1,0.4,0.584566891
138,the only element of suspense is whether the movie will change titles or distributors again before the closing credits roll .,0,0,0.235408843
139,"shainberg weaves a carefully balanced scenario that is controlled by neither character , is weirdly sympathetic to both and manages to be tender and darkly comic .",1,0.2167,0.12708205
140,no. .,0,0,0.411052227
141,these run quite small even though they are stretchy .,0,-0.25,0.17875427
142,"whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment .",1,0.4167,0.225446939
143,this case is far from what i expected .,0,0,0.188646734
144,"as a singular character study , it 's perfect .",1,1,0.140872121
145,"complex , affecting and uniquely almod??var , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong .",1,0.049,0.270614445
146,the smartest bonehead comedy of the summer .,1,0,0.933390975
147,it is best to invest in a good set of makeup brushes .,0,0.85,0.370868444
148,i made flour tortillas that night for our mexican burrito dinner .,1,0,0.460549712
149,i would not buy anything else from this vendor .,0,0,0.052222311
150,there are films that try the patience of even the most cinema-besotted critic -- and this was one of them .,0,0.5,0.393584728
151,this salad spinner is durable and easy to use .,1,0.4333,0.353852868
152,"for the price ,  this is a good buy .",1,0.7,0.390043437
153,but fans should have fun meeting a brand-new pokemon called celebi .,1,0.3,0.905237257
154,"audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film 's tart , sugar-free wit .",0,0,0.751418114
155,not to mention it did not fit my screen completely .,0,-0.05,0.119467735
156,there are num_num bright leds for taking pictures or just as a flashlight .,1,0.7,0.1761356
157,"i enjoyed the ride -lrb- bumps and all -rrb- , creamy depth , and ultimate theme .",1,0.25,0.072293282
158,"i saw knockaround guys yesterday , and already the details have faded like photographs from the spanish-american war ... it 's so unmemorable that it turned my ballpoint notes to invisible ink .",0,0,0.177042365
159,my dish feels very solid to the touch .,1,0,0.167948782
160,$ is too much to pay for a $ cable .,0,0.2,0.099858463
161,"by the end of no such thing the audience , like beatrice , has a watchful affection for the monster .",1,0,0.121190012
162,but it pays a price for its intricate intellectual gamesmanship .,0,0.3,0.769873798
163,we have been treating our hair for months and finally got this .,0,0,0.790174961
164,i bought this set for our toaster oven .,0,0,0.19549787
165,just hurry up and play the darn song and move on for goodness sake .,0,0,0.200855434
166,"the plot is straight off the shelf , the performances are television - caliber and the message of providing solace through deception is a little creepy .",0,-0.1625,0.495088339
167,while mcfarlane 's animation lifts the film firmly above the level of other coming-of-age films ... it 's also so jarring that it 's hard to get back into the boys ' story .,0,-0.1042,0.124036014
168,"everything that has to do with yvan and charlotte , and everything that has to do with yvan 's rambunctious , jewish sister and her non-jew husband , feels funny and true .",1,0.2,0.808609903
169,this one does the job i need it for !  .,1,0,0.953557789
170,"when it 's all wet , blue crush is highly enjoyable .",1,0.1333,0.512504637
171,unfortunately this product did not do much for me .,0,-0.15,0.164683938
172,still it is a fun learning experience and so far so good .,1,0.3667,0.439056814
173,a deviant topical comedy which is funny from start to finish .,1,0.125,0.602166355
174,if you can get past the fantastical aspects and harsh realities of `` the isle '' you 'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .,1,-0.1125,0.063826501
175,this did not stop odor and my pets wanted to eat it .,0,0,0.272772431
176,not a good product for conditioning even though it says it has shea butter .,0,-0.35,0.347994864
177,he s heavy and stable enough to not tip over when it s windy .,1,-0.1,0.078373432
178,the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers .,1,0.25,0.754635274
179,and do not remove part one of the screen until part two is applied .,1,0,0.122007251
180,i may even give some as gifts this holiday season .,1,0,0.062432766
181,"it it pretty hardy ,  i haven t broken it yet .",1,-0.075,0.175809801
182,well-shot but badly written tale set in a future ravaged by dragons .,0,-0.35,0.722720563
183,"these are lives worth watching , paths worth following .",1,0.2,0.179270923
184,i cannot wait to show it off ! thank you !  .,1,0,0.939461231
185,like how many times you face the nazgul and how easily they are beaten .,0,0.4667,0.541223109
186,beyond a handful of mildly amusing lines ... there just is n't much to laugh at .,0,0.45,0.307028294
187,spent more time fiddling with this than i did looking at the road .,0,0.2,0.238251626
188,i bought the lowest priced model more to test the brand than anything else .,1,0.5,0.167951524
189,i though it would be faster and easier but it wasn t .,1,0,0.148463726
190,if your bike had a kickstand on the plate it won t lock down .,0,-0.1556,0.18051213
191,something the true film buff will enjoy .,1,0.375,0.921002448
192,most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness .,1,0.3933,0.773568809
193,i tried everything short of breaking the thing open .,0,0,0.17544806
194,"great headset ,  solid build quality and blocks out the wind .",1,0.4,0.686070502
195,i loved the food for my cats as you can read below .,0,0.7,0.103624225
196,"its like that showtime rotisserrie oven ,  you set it and forget it .",1,0,0.823949516
197,i ordered these from amazon since i could find them nowhere in my area .,0,0,0.133684456
198,i had much better luck with the other three pairs mentioned .,0,0.1875,0.11972028
199,i put in a password but router won t recoginize it .,0,0,0.208455503
200,"it takes this never-ending confusion and hatred , puts a human face on it , evokes shame among all who are party to it and even promotes understanding .",1,0,0.707746983
201,i got this as a gift for my son .,1,0,0.096162796
202,"num_extend has much better graphics ,  better sound ,  slightly better control .",0,0.475,0.398300767
203,maybe i found the proceedings a little bit too conventional .,0,-0.1652,0.170143545
204,it basically picks up what is directly in front of it .,1,0.1,0.513347447
205,"what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment .",1,0.1661,0.595814049
206,... the sum of the parts equals largely a confused mediocrity .,0,-0.3,0.196697533
207,almost everything else is wan .,0,-0.2,0.474218249
208,this style of meat pounder is sort of commodity like .,1,0,0.385545671
209,"even as lame horror flicks go , this is lame .",0,-0.5,0.342006505
210,they pile up nice in the closet and clean up great in the dishwasher .,1,0.5889,0.451086581
211,"a boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater .",0,-0.075,0.691160321
212,the film runs on equal parts of innocence and wisdom -- wisdom that comes with experience .,1,0,0.305678487
213,the wheel oftenly stuck and wont turn on its rail .,0,0,0.171259284
214,i would not suggest this on black iphones .,1,-0.1667,0.054240167
215,one minute per slice seems like a good rule of thumb so far .,1,0.4,0.608424962
216,the cheese came out light and fluffy wished i had had one earlier .,1,0.0667,0.198256731
217,"auto shut off after num_num hours ,  which is a good feature .",1,0.7,0.969675541
218,"too loud , too long and too frantic by half , die another day suggests that the bond franchise has run into a creative wall that 007 can not fly over , tunnel under or barrel through .",0,-0.0033,0.037878752
219,just do your homework and you will end up pretty satisfied .,1,0.375,0.639112294
220,this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .,1,0.2944,0.821504056
221,sugar is extremely addictive and does absolutely nothing for your body .,0,0.1,0.393524647
222,then into my phone and it chargers my phone .,1,0,0.483067811
223,there is no menu selection for find free books .,0,0.4,0.282583654
224,i only ordered on here because they were alot cheaper .,0,0,0.477786183
225,"a hip ride into hyper-time , clockstoppers is a lively and enjoyable adventure for all ages at any time .",1,0.3182,0.13985008
226,voice command is better on this set than other ones i ve tried .,1,0.1875,0.251919627
227,i kept it though i do not use it .,0,0,0.069032252
228,despite the port breaking it gets num_extend stars .,1,0,0.234989405
229,the main flavor to come through is cinnamon and the slight sweetness of stevia .,0,0,0.043795943
230,director rob marshall went out gunning to make a great one .,1,0.8,0.818538606
231,we usually run it on low and it is relatively quite .,1,-0.0833,0.136849523
232,i can t believe i haven t owned one of these before .,1,0,0.068241358
233,a marvellous journey from childhood idealism to adolescent self-absorption .,1,0,0.737282336
234,and i wanted them all to be easy to access .,0,0.4333,0.50310564
235,it does this to a very significant degree and is extremely uncomfortable to wear .,0,-0.0062,0.12742734
236,"christians sensitive to a reductionist view of their lord as a luv-spreading dr. feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic .",1,0.1533,0.788401961
237,i did not have what i felt were unrealistic expectations of this device .,1,-0.5,0.038835764
238,shocking only in that it reveals the filmmaker 's bottomless pit of self-absorption .,0,-0.5,0.748809576
239,... too gory to be a comedy and too silly to be an effective horror film .,0,-0.1333,0.163267493
240,"sunshine state lacks the kind of dynamic that limbo offers , and in some ways is a rather indulgent piece .",0,0.2333,0.239213824
241,"a sour , nasty offering .",0,-0.575,0.131223917
242,"finish is great ,  and it makes great french toast .",1,0.5333,0.931895554
243,"ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , ` what 's the point ? '",0,0,0.109696865
244,"unfortunately ,  not my blackberry nor my cell phone .",0,0.25,0.278804541
245,the acting alone is worth the price of admission .,1,0.15,0.173882484
246,another thing i really like is that it does not have rivets .,1,0.2,0.432893395
247,it worked for maybe num_num months then died .,0,0,0.274864912
248,i do n't think i 've been as entranced and appalled by an asian film since shinya tsukamoto 's iron man .,1,-0.4,0.098876059
249,this turner has worked well for the last few years .,1,-0.1,0.931242466
250,of course the german s call this sort of idea good engineering .,1,0.35,0.979569018
251,"synching is simple ,  with no passwords or codes required .",1,0,0.711075604
252,notorious c.h.o. has oodles of vulgar highlights .,0,-0.7,0.720128715
253,"the character is too forced and overwritten to be funny or believable much of the time , and clayburgh does n't always improve the over-the-top mix .",0,0.03,0.073556662
254,"whether you 're moved and love it , or bored or frustrated by the film , you 'll still feel something .",1,-0.2333,0.030633569
255,we miss the quirky amazement that used to come along for an integral part of the ride .,0,0,0.306174517
256,"sluggishly directed by episodic tv veteran joe zwick , it 's a sitcom without the snap-crackle .",0,0,0.280780256
257,a dreary rip-off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans .,0,-0.4,0.751090288
258,"spousal abuse is a major problem in contemporary society , but the film reduces this domestic tragedy to florid melodrama .",0,-0.0177,0.744536519
259,"do n't plan on the perfect ending , but sweet home alabama hits the mark with critics who escaped from a small town life .",1,0.3667,0.125817478
260,"to the film 's credit , the acting is fresh and unselfconscious , and munch is a marvel of reality versus sappy sentiment .",1,0.15,0.110936046
261,"a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we 're left wondering about this exotic-looking woman whose emotional depths are only hinted at .",1,0.0429,0.120430708
262,"truth to tell , if you 've seen more than half-a-dozen horror films , there 's nothing here you have n't seen before .",0,0.5,0.066346586
263,you 've seen them a million times .,0,0,0.328774452
264,"other than that small problem ,  this is a great bt headdest .",1,0.1417,0.817401707
265,will grab your children by the imagination and amaze them and amuse them .,1,0,0.281839073
266,it is so small . get a racket ball . pass this one by .,0,-0.25,0.065936983
267,"a thoughtful , moving piece that faces difficult issues with honesty and beauty .",1,-0.05,0.118506849
268,i did n't believe for a moment in these villains or their plot .,0,0,0.072831631
269,"the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin .",1,0.3444,0.415404201
270,"one of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating .",0,0.05,0.411082149
271,"as adapted by kevin molony from simon leys ' novel `` the death of napoleon '' and directed by alan taylor , napoleon 's journey is interesting but his parisian rebirth is stillborn",0,0.5,0.092874765
272,"only an epic documentary could get it all down , and spike lee 's jim brown : all american at long last gives its subject a movie worthy of his talents .",1,0.0068,0.444848776
273,"it might be tempting to regard mr. andrew and his collaborators as oddballs , but mr. earnhart 's quizzical , charming movie allows us to see them , finally , as artists .",1,0.35,0.185123444
274,"once the charger is removed ,  the phone starts working ,  again .",0,0,0.826367915
275,seems to working fine in my mother s humidifier .,1,0.4167,0.784466207
276,they have a medium pile lining that has more of a stiffer polyester feel .,0,0.5,0.256475627
277,"it 's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous full frontal .",1,0.3306,0.187818885
278,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap .",1,0.0729,0.154188633
279,easy to put on and i have no problems .,1,0.4333,0.442460001
280,"though everything might be literate and smart , it never took off and always seemed static .",0,0.3571,0.295962691
281,"a thoughtful , provocative , insistently humanizing film .",1,0.4,0.302120864
282,"the wwii drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear .",1,0.2125,0.370540023
283,"i do n't know precisely what to make of steven soderbergh 's full frontal , though that did n't stop me from enjoying much of it .",1,0.3625,0.067102075
284,the result is something quite fresh and delightful .,1,0.65,0.406553209
285,one of the greatest romantic comedies of the past decade .,1,0.25,0.839089513
286,haneke challenges us to confront the reality of sexual aberration .,1,0.5,0.380601048
287,the plot is so predictable and sentimental that viewers are likely to lose interest before sandrine and her goats walk off into the sunset .,0,-0.15,0.7167449
288,it 's also heavy-handed and devotes too much time to bigoted views .,0,0.2,0.434446812
289,plus its from amazon and amazon wouldn t put their name on crap .,1,-0.8,0.118369758
290,games like gem journey are easier to play with a stylus like this .,1,0,0.550879717
291,"i ll stick to my xbox for now ,  thanks .",0,0.2,0.784165144
292,the same panel buttons are there but in a better placement .,1,0.25,0.374754667
293,"it feels like a community theater production of a great broadway play : even at its best , it will never hold a candle to the original .",0,0.725,0.211084664
294,"... perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world .",0,0.25,0.939633608
295,i have dropped the phone onto a tile floor and it is fine .,1,0.4167,0.540027797
296,"once again , director jackson strikes a rewarding balance between emotion on the human scale and action\/effects on the spectacular scale .",1,0.3667,0.214671731
297,he read every amazon . com review as well as the zojirushi website .,1,0,0.545875132
298,"however ,  slicing up tons of veggies can be quite time consuming .",1,0,0.742196381
299,hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue .,1,0.4843,0.167147577
300,the recipe that comes with it is tasty .,1,0,0.623787463
301,"hand graters can be a mess to clean ,  especially under the handle .",1,0.0639,0.475802362
302,this is definitely not the case with the num_extend,1,0,0.096888721
303,looks like a high school film project completed the day before it was due .,0,0.0175,0.91344893
304,i also have to hold the headphone cord to keep it from flapping around .,0,0,0.28049916
305,"witty , touching and well paced .",1,0.5,0.107232749
306,"this version 's no classic like its predecessor , but its pleasures are still plentiful .",1,-0.0833,0.051594675
307,my first draft of this review was also way too long .,0,0.1,0.101701081
308,her delivery and timing are flawless .,1,1,0.919105828
309,speedloader is very hard to use especially with an extended magazine .,0,-0.1896,0.19366616
310,"a graceless , witless attempt at mating some like it hot with the wwii espionage thriller .",0,0.25,0.455944955
311,frida 's artistic brilliance is undeniable -- it 's among the most breathtakingly designed films i 've ever seen .,1,0.6111,0.144306421
312,"first good , then bothersome .",0,0.475,0.384453118
313,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .,1,0.25,0.335188746
314,"if your senses have n't been dulled by slasher films and gorefests , if you 're a connoisseur of psychological horror , this is your ticket .",1,0,0.173274219
315,don t buy this unless you like replacing toasters .,0,0,0.221489191
316,i am glad that i did not spend a fortune on the electric models .,1,0.5,0.616340518
317,unfortunately i m not sure what all the five star reviews are for .,0,-0.25,0.670503616
318,"the plot is very clever , but boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep track of .",0,0.0322,0.075522602
319,ridiculous !  i had trouble getting it on with zero bubbles .,0,-0.3083,0.759724796
320,a very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more .,0,0.1,0.539193809
321,"the computer recognized the usb connection ,  but the cursor never moved .",0,0,0.82449472
322,it s too bad because they look like they would keep my ears warm .,0,-0.05,0.424684525
323,little more than a frothy vanity project .,0,0.1562,0.687317371
324,this is the old faithful water filter pitcher .,1,0.1,0.515611112
325,just spend the extra bucks and buy an official one from apple .,0,0,0.380938053
326,the constriction on my dog caused him to sit .,0,0,0.243527651
327,"at times , however , dogtown and z-boys lapses into an insider 's lingo and mindset that the uninitiated may find hard to follow , or care about .",0,-0.2917,0.151675642
328,"pretty darn good , despite its smarty-pants aura .",1,0.475,0.373327792
329,its very similar to that type of style .,0,0,0.503223956
330,it was just what i expected it to be .,1,-0.1,0.459131598
331,"it 's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more .",1,0.275,0.353987575
332,i give it five stars for making eating good so easy !  .,1,0.6208,0.984588444
333,a long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .,0,-0.1,0.419963479
