TEXT,LABEL,Polarity_Score,Category
could the country bears really be as bad as its trailers ?,0,-0.7,negative
it 's difficult to say whether the tuxedo is more boring or embarrassing -- i 'm prepared to call it a draw .,0,-0.3333,negative
no more .,0,-0.25,negative
leave these flowers unpicked -- they 're dead on the vine .,0,-0.2,negative
for some reason it worked out terribly for me .,0,-1.0,negative
the tone shifts abruptly from tense to celebratory to soppy .,0,-0.2292,negative
"as written by michael berg and michael j. wilson from a story by wilson , this relentless , all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all .",0,-0.1958,negative
"none of this violates the letter of behan 's book , but missing is its spirit , its ribald , full-throated humor .",0,-0.2,negative
"for anyone who grew up on disney 's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor .",0,0.1667,negative
i started using xlear nasal spray a few years ago .,0,-0.2,negative
just reinstall the previous ghost recon and raven shield games .,0,-0.1667,negative
"all the characters are stereotypes , and their interaction is numbingly predictable .",0,-0.2,negative
this is not worth the money and the brand name is misleading .,0,-0.15,negative
"while the mystery surrounding the nature of the boat 's malediction remains intriguing enough to sustain mild interest , the picture refuses to offer much accompanying sustenance in the way of characterization , humor or plain old popcorn fun .",0,0.1456,negative
"unfortunately , the picture failed to capture me .",0,-0.5,negative
then contact sharp and go on from there .,0,-0.125,negative
it s the lame players that drives halo multiplay into the ground .,0,-0.5,negative
"do not , under any circumstances , consider taking a child younger than middle school age to this wallow in crude humor .",0,-0.2333,negative
i found these patches very hard to put on .,0,-0.3792,negative
"divertingly ridiculous , headbangingly noisy .",0,-0.3333,negative
"maybe it 's asking too much , but if a movie is truly going to inspire me , i want a little more than this .",0,0.1708,negative
too lazy to take advantage of its semi-humorous premise .,0,-0.25,negative
"for a film about two mismatched buddies , crystal and de niro share little screen time and even less chemistry .",0,-0.1771,negative
avoid the heartache and wasted titme of bad discs .,0,-0.45,negative
screenwriters scott abbott and michael petroni have turned rice 's complex akasha into a cartoon monster .,0,-0.3,negative
"well-intentioned though it may be , its soap-opera morality tales have the antiseptic , preprogrammed feel of an after-school special .",0,0.1536,negative
i have no padding of my own to offset hard soles .,0,0.1542,negative
"there 's no denying the elaborateness of the artist 's conceptions , nor his ability to depict them with outrageous elan , but really the whole series is so much pretentious nonsense , lavishly praised by those who equate obscurity with profundity .",0,-0.225,negative
i could barely get through it they taste so nasty .,0,-0.475,negative
"nothing debases a concept comedy quite like the grinding of bad ideas , and showtime is crammed full of them .",0,-0.175,negative
do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ?,0,0.15,negative
"a recipe for cinematic disaster ... part quentin tarantino , part guy ritchie , and part 1960s spy spoof , it 's all bad .",0,-0.2667,negative
drinking the coffee was slightly less unpleasent than the smell suggested it would be .,0,-0.1667,negative
de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork .,0,0.1375,negative
well it made it worse like a rubber band texture .,0,-0.4,negative
a dreadful live-action movie .,0,-1.0,negative
it didn t have the smell a lot complained of though .,0,-0.3,negative
i was also very disappointed at how quickly it drains the batteries .,0,-0.3208,negative
"the smug , oily demeanor that donovan adopts throughout the stupidly named pipe dream is just repulsive .",0,-0.8,negative
hardly something i would give as a wrapped birthday gift .,0,-0.2917,negative
i would never recommend this terrible waste of money case .,0,-0.6,negative
"everyone connected to this movie seems to be part of an insider clique , which tends to breed formulaic films rather than fresh ones .",0,0.15,negative
ridiculous .,0,-0.3333,negative
i am actually afraid to open the remaining jars .,0,-0.3,negative
"acting , particularly by tambor , almost makes `` never again '' worthwhile , but -lrb- writer\/director -rrb- schaeffer should follow his titular advice",0,0.1917,negative
the directions were easy to follow but the quality of the easel was pathetic .,0,-0.2833,negative
extremely boring .,0,-1.0,negative
"ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive .",0,-0.8,negative
it will come as no surprise that the movie is n't scary .,0,-0.5,negative
... the last time i saw a theater full of people constantly checking their watches was during my sats .,0,0.1167,negative
i am only giving this item num_num stars because of the absurd price .,0,-0.25,negative
"a hideous , confusing spectacle , one that may well put the nail in the coffin of any future rice adaptations .",0,-0.15,negative
ordinary melodrama that is heavy on religious symbols but wafer-thin on dramatic substance,0,-0.2367,negative
"a great ending does n't make up for a weak movie , and crazy as hell does n't even have a great ending .",0,0.1563,negative
cliches are as thick as the cigarette smoke .,0,-0.3,negative
"when she speaks , her creepy egyptian demigod voice is as computer processed and overproduced as it was in her music .",0,-0.5,negative
it is too bad because the ingredients looked to be quality .,0,-0.7,negative
"uncertain in tone ... a garbled exercise in sexual politics , a junior varsity short cuts by way of very bad things .",0,-0.1367,negative
"too stupid to be satire , too obviously hateful to be classified otherwise , frank novak 's irritating slice of lumpen life is as reliably soul-killing as its title is nearly meaningless .",0,-0.425,negative
"for all its highfalutin title and corkscrew narrative , the movie turns out to be not much more than a shaggy human tale .",0,-0.125,negative
the inside of the case that contacts the phone is not smooth at all .,0,-0.2,negative
a frustrating combination of strained humor and heavy-handed sentimentality .,0,-0.4,negative
they would flip off or get hung up due to poorly rolling wheels .,0,-0.2625,negative
birot 's directorial debut -lrb- she co-wrote the script with christophe honor?? -rrb- is n't so much bad as it is bland .,0,-0.4333,negative
both rub my dog raw and cause bleeding .,0,-0.2308,negative
the movie has very little to offer besides unintentional laughs .,0,-0.2438,negative
it makes an annoying sound when it is on .,0,-0.2,negative
"a grim , flat and boring werewolf movie that refuses to develop an energy level .",0,-0.675,negative
"reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film .",0,-0.1938,negative
"as tweedy talks about canning his stockbroker and repairing his pool , you yearn for a few airborne tv sets or nude groupies on the nod to liven things up .",0,-0.2,negative
"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject .",0,0.1345,negative
this game gives you no incentive to keep playing .,0,-0.4,negative
they are thinner and retain memory than the older ones .,0,0.1667,negative
"a clutchy , indulgent and pretentious travelogue and diatribe against ... well , just stuff .",0,-0.3,negative
they also make noise if you happen to touch one against the other .,0,-0.125,negative
"waste of money ,  waste of time ,  waste of blood .",0,-0.2,negative
"when -lrb- de palma 's -rrb- bad , he 's really bad , and femme fatale ranks with the worst he has done .",0,-0.8,negative
too timid to bring a sense of closure to an ugly chapter of the twentieth century .,0,-0.7,negative
plays less like a coming-of-age romance than an infomercial .,0,-0.1667,negative
sucking all the ` classic ' out of robert louis stevenson 's treasure island and filling the void with sci-fi video game graphics and disney-fied adolescent angst ...,0,-0.1167,negative
"a long-winded , predictable scenario .",0,-0.2,negative
"the price was good ,  and came quickly though my prime membership .",1,0.5167,positive
"emerges as something rare , an issue movie that 's so honest and keenly observed that it does n't feel like one .",1,0.45,positive
it seems to be of very good quality in its build .,1,0.91,positive
"the people in dogtown and z-boys are so funny , aggressive and alive , you have to watch them because you ca n't wait to see what they do next .",1,0.1167,positive
it never fails to engage us .,1,0.25,positive
"as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .",1,0.1536,positive
i have never had a pleasant experience with the customer support at cuisnart .,1,0.7333,positive
pretty much all i ask for in a grinder .,1,0.225,positive
"snug fit ,  with all the buttons and holes perfectly aligned .",1,0.7,positive
"this road movie gives you emotional whiplash , and you 'll be glad you went along for the ride .",1,0.25,positive
"a triumph , relentless and beautiful in its downbeat darkness .",1,0.85,positive
"a very witty take on change , risk and romance , and the film uses humour to make its points about acceptance and growth .",1,0.65,positive
perfect size for preparing dishes . it really works well .,1,0.6,positive
it keeps the air clean and nice fresh smelling .,1,0.4222,positive
but the back side looks nice as well .,1,0.3,positive
item arrived in num_num days in bulk packaging exactly like j .,1,0.25,positive
"so ,  to me this is pretty darn  instant  .",1,0.125,positive
a well-made and often lovely depiction of the mysteries of friendship .,1,0.5,positive
"occasionally melodramatic , it 's also extremely effective .",1,0.3,positive
"even with all those rough edges safely sanded down , the american insomnia is still pretty darned good .",1,0.1991,positive
"like i said ,  it works ,  these are ok .",1,0.5,positive
i wouldn t trade them but this is a great knife for the price .,1,0.8,positive
"so many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rare gift for unflinching impartiality .",1,0.2667,positive
it stays stable in your ear very nicely and is surprisingly very comfortable .,1,0.65,positive
the movie exists for its soccer action and its fine acting .,1,0.1722,positive
the bottom most container is not as small as one would think .,1,0.125,positive
"this headset is awesome ,  the sound quality is truly amazing .",1,0.6667,positive
ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier .,1,1.0,positive
a captivating cross-cultural comedy of manners .,1,0.5,positive
"for its seriousness , high literary aspirations and stunning acting , the film can only be applauded .",1,0.152,positive
i love the floral design and the colors .,1,0.5,positive
a richly imagined and admirably mature work from a gifted director who definitely has something on his mind .,1,0.2437,positive
"superior genre storytelling , which gets under our skin simply by crossing the nuclear line .",1,0.35,positive
"it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",1,0.325,positive
i received them as a christmas present and i love them .,1,0.25,positive
i was glad to see it was still available .,1,0.45,positive
nice not to have a burner going for hours .,1,0.6,positive
"the pleasures of super troopers may be fleeting , but they 'll register strongly with anybody who still retains a soft spot for precollegiate humor .",1,0.2889,positive
plugs the ipad into my car and works great .,1,0.8,positive
the flap also is good and does not come loose at all .,1,0.3115,positive
but what spectacular sizzle it is !,1,0.75,positive
"great charger ,  though there may be cheaper options .",1,0.8,positive
all my testing proves the same . hope that helps .,1,0.15,positive
"one of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind .",1,0.375,positive
westfeldt and juergensen exude a chemistry and comfort level that 's both saucy and endearing .,1,0.5,positive
writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,1,-0.1,positive
"order it with something else ,  and you ll get free shipping .",1,0.4,positive
"shainberg weaves a carefully balanced scenario that is controlled by neither character , is weirdly sympathetic to both and manages to be tender and darkly comic .",1,0.2167,positive
"whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment .",1,0.4167,positive
"as a singular character study , it 's perfect .",1,1.0,positive
this salad spinner is durable and easy to use .,1,0.4333,positive
"for the price ,  this is a good buy .",1,0.7,positive
but fans should have fun meeting a brand-new pokemon called celebi .,1,0.3,positive
there are num_num bright leds for taking pictures or just as a flashlight .,1,0.7,positive
"i enjoyed the ride -lrb- bumps and all -rrb- , creamy depth , and ultimate theme .",1,0.25,positive
"everything that has to do with yvan and charlotte , and everything that has to do with yvan 's rambunctious , jewish sister and her non-jew husband , feels funny and true .",1,0.2,positive
"when it 's all wet , blue crush is highly enjoyable .",1,0.1333,positive
still it is a fun learning experience and so far so good .,1,0.3667,positive
a deviant topical comedy which is funny from start to finish .,1,0.125,positive
if you can get past the fantastical aspects and harsh realities of `` the isle '' you 'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .,1,-0.1125,positive
the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers .,1,0.25,positive
"these are lives worth watching , paths worth following .",1,0.2,positive
i bought the lowest priced model more to test the brand than anything else .,1,0.5,positive
something the true film buff will enjoy .,1,0.375,positive
most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness .,1,0.3933,positive
"great headset ,  solid build quality and blocks out the wind .",1,0.4,positive
