TEXT,LABEL,Polarity_Score,Category
"a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined .",1,0.0,central
moderately involving despite bargain-basement photography and hackneyed romance .,0,0.0,central
i expected an improvement in signal strength from my tiny usb direct plugin type .,0,0.0,central
"gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up .",0,-0.0129,central
"after four days of that ,  i gave up and chucked it .",0,0.0,central
... as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement .,1,0.0,central
i had it professionally installed at a local bike shop .,0,0.05,central
should have a wider design for different foods .,1,0.0,central
"my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts .",1,0.1,central
"the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession .",0,0.1,central
i did not buy from a num_extend party seller .,0,0.0,central
but it didn t do anything for my face .,0,0.0,central
try explaining to a two year old why her tattoo keeps  breaking  .,0,0.1,central
"it is also , at times , curiously moving .",1,-0.1,central
"we both use the blackberry num_num curve ,  which each use bluetooth version num_extend",1,0.0,central
i bought this toy for my boys a few years back .,0,-0.1,central
u.s. audiences may find -lrb- attal and gainsbourg 's -rrb- unfamiliar personas give the film an intimate and quaint reality that is a little closer to human nature than what hollywood typically concocts .,1,-0.0385,central
it is close to the old one i had for years .,1,0.1,central
i would not buy this again in the future .,0,0.0,central
"if this holiday movie is supposed to be a gift , somebody unwrapped it early , took out all the good stuff , and left behind the crap -lrb- literally -rrb- .",0,-0.08,central
"the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel .",0,-0.0958,central
so i purchased another knife sharpener for this our num_num yankee swap .,1,0.0,central
it has a num_num year warranty on defects too .,1,0.0,central
effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .,1,0.0667,central
hope this lasts longer than my last grinder so can buy as a gift .,1,0.0,central
the kids often appear to be reading the lines and are incapable of conveying any emotion .,0,0.0,central
"flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .",0,0.0938,central
i must find a way to return them .,0,0.0,central
this pan is a bit heavier and truly nonstick .,1,0.0,central
wait for video -- and then do n't rent it .,0,0.0,central
"in my experience ,  they are a constant source of problems .",0,0.0,central
the complication is the heft of the phone .,1,0.0,central
i practically felt like i threw away my money on this one .,0,0.0,central
a process that takes a couple of minutes .,0,0.0,central
"finally , a genre movie that delivers -- in a couple of genres , no less .",1,0.0417,central
"so clich??d that , at one point , they literally upset an apple cart .",0,0.0,central
"a shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional .",0,-0.075,central
there was nothing at all to indicate that belkin manufactured this item .,0,0.0,central
i bought this product for feeding my num_num persian cats while on vacation .,0,0.0,central
abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .,0,-0.1,central
has the feel of an unedited personal journal .,0,0.0,central
big fat liar is just futile silliness looking to tap into the kiddie sensibilities .,0,0.0,central
i have owned it for two years and it is a work horse .,1,0.0,central
i ve had this thermometer for about num_num years .,1,0.0,central
i can carry it in my pocket and use it when i need to .,1,0.0,central
when i contacted the company the response was that they shipped it .,0,0.0,central
"the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .",0,0.0167,central
"it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks .",0,-0.1,central
"the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",1,0.0,central
he has not learnt that storytelling is what the movies are about .,0,0.0,central
a mixed bag of a comedy that ca n't really be described as out of this world .,0,0.1,central
"these are supposedly cotton ,  but they don t feel like it .",0,0.0,central
it would be hard to think of a recent movie that has worked this hard to achieve this little fun .,0,-0.0942,central
"as conceived by mr. schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell .",0,-0.0885,central
no complaints and my wife loves the color .,1,0.0,central
how did it ever get made ?,0,0.0,central
i could not tell a difference at all .,1,0.0,central
so i just thought maybe it ll help keep my acne away .,0,0.0,central
i don t think the saying  you get what you pay  .,0,0.0,central
a blessed gift to film geeks and historians .,1,0.0,central
i had to buy one out on the road .,0,0.0,central
impresses you with its open-endedness and surprises .,1,0.0,central
my husband said it was obvious so i had to return it .,0,0.0,central
it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit .,1,0.0,central
i shall be ordering a second one in the not too distant future .,1,-0.0333,central
it creates heaping folds of foam andturns your coffee into a breve latte .,1,0.0,central
wish it had a crank or something to make it easier .,1,0.0,central
as the clock clicked by num_extend i still felt sluggish .,0,0.0,central
"all of them are utter garbage ,  not even decent polyester .",0,0.0833,central
things i notice so far : + bluetooth num_extend streaming is solid .,1,0.05,central
the only thing is it stretches easily so be careful with that .,1,-0.05,central
"this may not have the dramatic gut-wrenching impact of other holocaust films , but it 's a compelling story , mainly because of the way it 's told by the people who were there .",1,-0.0229,central
"the story itself is uninteresting , and the songs are painfully undistinguished : they might be giants ' so to be one of us may be the most tuneless tune ever composed .",0,-0.1,central
have been using it daily since it arrived .,1,0.0,central
"the performances are so leaden , michael rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out loud .",0,-0.05,central
absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,0,-0.0232,central
i ve not had this happen with my wusthofs .,0,0.0,central
"scene-by-scene , things happen , but you 'd be hard-pressed to say what or why .",0,0.0,central
"a sad , superior human comedy played out on the back roads of life .",1,0.05,central
"the cables seem rather basic and work well ,  except one problem .",0,0.0,central
i use this thing to core out the inside of a potato .,1,0.0,central
open carefully and handle the zippers with care .,1,-0.05,central
propelled not by characters but by caricatures .,0,0.0,central
warmed-over tarantino by way of wannabe elmore leonard .,0,0.0,central
never -lrb- sinks -rrb- into exploitation .,1,-0.1,central
"a baffling misfire , and possibly the weakest movie -lrb- woody allen -rrb- has made in the last twenty years .",0,-0.0667,central
she handed it back to me and picked up her ginsu knife .,0,0.0,central
this just doesn t have enough power to massage my shoulders and neck .,0,0.0,central
"they pee in it about once a week ,  if that .",0,0.0,central
"the vampire thriller blade ii starts off as a wild hoot and then sucks the blood out of its fun -- toward the end , you can feel your veins cringing from the workout .",0,0.0333,central
i simply treated it how i would assume a curling iron works .,0,0.0,central
"lanie 's professional success means she must be a failure at life , because she 's driven by ambition and does n't know how to have fun .",0,0.0958,central
"an enthralling , playful film that constantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",1,0.1,central
"the furious coherence that -lrb- deniro -rrb- brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing .",0,-0.0833,central
a masterpiece four years in the making .,1,0.0,central
"good for a few unintentional laughs , `` extreme ops '' was obviously made for the `` xxx '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .",0,0.0935,central
"a deceivingly simple film , one that grows in power in retrospect .",1,0.0,central
"the premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written ... in the thrall of a vicious hangover .",0,-0.05,central
"a comprehensive and provocative film -- one that pushes the boundaries of biography , and challenges its audience .",1,0.0,central
the production values are up there .,1,0.0,central
"whatever the case ,  i couldn t be more unhappy with this purchase .",0,-0.05,central
i contacted the seller and was given a refund .,0,0.0,central
for caine lovers only .,0,0.0,central
i m selling mine to make room for something else .,0,0.0,central
"for the price tag ,  its nothing to rave about .",0,0.0,central
coming from an asian background it s not something we normally cook with .,1,0.075,central
there are num_num blue lights to indicate the level of the unit s charge .,1,0.0,central
i followed the guidance and am grateful for it .,1,0.0,central
did nt have time to return it before christmas so bought another necklass .,0,0.0,central
i was torn between ordering the wagner steam cleaner and this mcculloch steam cleaner .,1,0.0,central
i only wish the vacuum head was a little larger .,1,-0.049,central
i ve tried the pulls with prongs that go along side the cork .,1,0.0,central
if you are stir frying your ingredients  i . e .,0,0.0,central
i tried hiding them in her food and in her treats .,0,0.0,central
"the film is all a little lit crit 101 , but it 's extremely well played and often very funny .",1,0.0042,central
"not everything works , but the average is higher than in mary and most other recent comedies .",1,0.095,central
i m just looking forward to the day i get to replace it .,0,0.0,central
enfamil infant is characterized by choline and dha .,0,0.0,central
i don t want the bulk of an otterbox defender .,1,0.0,central
its characters are thinner than cardboard -- or even comic-book paper .,0,0.0,central
"i m a male ,  a bachelor who lives alone .",1,0.0,central
"we never really feel involved with the story , as all of its ideas remain just that : abstract ideas .",0,-0.1,central
you ve probably seen them use it on iron chef .,1,0.0,central
"the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes breezes by .",1,0.0,central
"behind the snow games and lovable siberian huskies -lrb- plus one sheep dog -rrb- , the picture hosts a parka-wrapped dose of heart .",1,0.05,central
not that we should of had to do that .,0,0.0,central
hello;i purchased this item from a major retailer about num_num years ago .,0,0.0625,central
"egoyan 's movie is too complicated to sustain involvement , and , if you 'll excuse a little critical heresy , too intellectually ambitious .",0,-0.0975,central
i m convinced vacuum sealing works just as advertised .,1,-0.0083,central
i purchased these batteries based on the reviews of others .,1,0.0,central
i will update my review after num_num months .,1,0.0,central
i recommand smaller size for everyday use . but i like this pan .,1,-0.1,central
my mouth feels very dry and i am thirsty after drinking this .,0,-0.0867,central
"once the lid closes ,  the smell goes away .",1,0.0,central
the drama is played out with such aching beauty and truth that it brings tears to your eyes .,1,0.0,central
two reviewers determined there are drivers to be downloaded but i was unsuccessful .,0,0.0,central
makes an aborbing if arguable case for the man 's greatness .,1,0.0,central
"so after two months of use ,  working in it .",0,0.0,central
it would n't be my preferred way of spending 100 minutes or $ 7.00 .,0,0.0,central
"here 's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",1,0.0,central
mind you the oem xoom charger is not like that at all .,0,0.0,central
now i just need to buy a catch can for the bottle tops .,1,0.0,central
it took 19 predecessors to get this ?,0,0.0,central
a definite num_extend for how they handled this .,0,0.0,central
not so much a movie as a picture book for the big screen .,0,0.1,central
i would recommend this case to my friends .,1,0.0,central
i ordered two of them and both arrived within a week .,0,0.0,central
so far has lasted for a long time and does not wear off .,1,0.025,central
durable and seems similar quality to apple products .,1,0.0,central
"if this dud had been made in the '70s , it would have been called the hills have antlers and played for about three weeks in drive-ins .",0,0.0,central
"like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it .",0,0.0,central
i have to lower the rating another notch .,0,0.0,central
even die-hard fans of japanese animation ... will find this one a challenge .,0,0.0,central
researched before i bought it and had actually chosen another one .,1,0.0,central
what happened with pluto nash ?,0,0.0,central
it s this second part that really grosses me out .,0,0.1,central
i just received a replacement bb curve from verizon .,1,0.0,central
i ve used it once and i won t be using it again .,0,0.0,central
"elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone .",1,-0.0133,central
i used this set with a toaster oven and with a coleman camping oven .,1,0.0,central
after a num_extend try i received the same product .,0,0.0,central
i didn t have enough of them to return .,0,0.0,central
i can t send it back again because i don t have it .,0,0.0,central
"might work for others ,  didn t work for me .",0,0.0,central
"for all its surface frenzy , high crimes should be charged with loitering -- so much on view , so little to offer .",0,0.0575,central
went looking for them and you had them .,1,0.0,central
i can not send it back due to shipping requirements .,0,-0.0625,central
"i just flipped the pan over ,  and there they were .",1,0.0,central
"even after several days ,  they are air tight in a wine bottle .",1,-0.0893,central
"theology aside , why put someone who ultimately does n't learn at the center of a kids ' story ?",0,-0.05,central
i tried supergluing the magnets back on to no avail .,0,0.0,central
"elling really is about a couple of crazy guys , and it 's therapeutic to laugh along with them .",1,-0.0333,central
i spent $ for the num_extend and overall it was not worth the cost .,0,-0.0833,central
like they glued it together and shipped it out it seemed .,0,0.0,central
i dumped all num_num screen protectors in the trash bin .,0,0.0,central
we juiced our garden lettuce and greens with ease .,1,0.0,central
the invincible werner herzog is alive and well and living in la,1,0.1,central
"earnest but earthbound ... a slow , soggy , soporific , visually dank crime melodrama\/character study that would be more at home on the small screen but for its stellar cast .",0,0.04,central
makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran 's borderlands .,1,-0.0167,central
"merely as a technical , logistical feat , russian ark marks a cinematic milestone .",1,0.0,central
"this film was made to get laughs from the slowest person in the audience -- just pure slapstick with lots of inane , inoffensive screaming and exaggerated facial expressions .",0,-0.0952,central
"a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats .",1,0.0,central
"moore 's complex and important film is also , believe it or not , immensely entertaining , a david and goliath story that 's still very much playing itself out .",1,0.0275,central
"the first time through ,  things really slowed down around level num_extend",0,0.0981,central
you place all the ingredients into the bread maker .,1,0.0,central
we plugged in an extra headset laying around the house .,0,0.0,central
here 's a self-congratulatory 3d imax rah-rah .,0,0.0,central
i had to get some from the phone store .,0,0.0,central
i of course treated it with a wood sealant to last through the winter .,1,0.0,central
the description on the website did not state that the straps were elastic .,0,0.0,central
the box is very shallow and not easily covered securely .,0,-0.0833,central
what a change in my life this will make .,1,0.0,central
all the well-meaningness in the world ca n't erase the fact that the believer feels like a 12-step program for the jewish nazi .,0,0.0,central
i also like the adjustable heat option for the warming plate .,1,0.0,central
it reminds me more of silly putty than of a concealer .,0,0.0,central
please reply with the filter part number and your location .,0,0.0,central
"theirs is a simple and heart-warming story , full of mirth that should charm all but the most cynical .",1,0.0625,central
the only thing in pauline and paulette that you have n't seen before is a scene featuring a football field-sized oriental rug crafted out of millions of vibrant flowers .,0,0.0833,central
i never thought about making cheese until ree drummond made some on her show .,1,0.0,central
"as weber and weissman demonstrate with such insight and celebratory verve , the cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",1,0.1,central
sharp cutting edges make your pies look as good as they taste .,1,-0.0083,central
"accuracy and realism are terrific , but if your film becomes boring , and your dialogue is n't smart , then you need to use more poetic license .",0,0.0179,central
i had a less powerful one for num_num years before it finally gave out .,1,0.0444,central
"romanek keeps the film constantly taut ... reflecting the character 's instability with a metaphorical visual style and an unnerving , heartbeat-like score .",1,0.0,central
"however ,  definitely does not work like a new battery .",0,0.0682,central
formula 51 is so trite that even yu 's high-energy action stylings ca n't break through the stupor .,0,0.1,central
arnold 's jump from little screen to big will leave frowns on more than a few faces .,0,0.0281,central
i won t be buying from this vender ever again .,0,0.0,central
i estimate that four trips were made to empty and refill the water compartments .,1,-0.1,central
mr. wedge and mr. saldanha handle the mix of verbal jokes and slapstick well .,1,0.0,central
"lasted for two games ,  during which i was the sole operator .",0,0.0,central
then i used the attachemnts on my furniture and the water was gray .,1,0.0,central
"it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media ... to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks .",1,0.0167,central
this pan i have had for one year .,1,0.0,central
the bottom part is stretching after only a month of owning the case .,0,0.0,central
undercover brother does n't go far enough .,0,0.05,central
i would have given a five star if the packaging with some bubble wrap .,1,0.0,central
i read all the reviews and decided on this one .,1,0.0,central
i ve owned this crock pot for several years .,1,0.0,central
i did not purchase my set from this vendor .,0,0.0,central
if you want loud get the cdn num_extend count down big digit timer .,1,-0.0185,central
careful when using steak knives however because they will scratch these plates .,1,-0.1,central
"sometimes , nothing satisfies like old-fashioned swashbuckling .",1,0.0,central
"despite a blue-chip cast and a provocative title , writer-director peter mattei 's first feature microwaves dull leftover romantic motifs basted in faux-contemporary gravy .",0,-0.0139,central
you get what you pay for i guess .,0,0.0,central
"it 's not horrible , just horribly mediocre .",0,0.0,central
i ve only charged it once since i bought it .,1,0.0,central
can t imagine how it acts when you heat style your hair .,0,0.0,central
"as are its star , its attitude and its obliviousness .",0,0.0,central
no reason for anyone to invest their hard-earned bucks into a movie which obviously did n't invest much into itself either .,0,0.1,central
it took three years three vets and over twelve hundred dollars spent before success .,0,0.1,central
"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .",1,-0.1,central
this is art paying homage to art .,1,0.0,central
i put it together to surprise my husband .,0,0.0,central
the shipping charges are now lower and upfront on the order .,1,0.0,central
no comment on the strainer since i have not used it yet .,0,0.0,central
"the fight scenes are fun , but it grows tedious .",0,-0.1,central
carrots will leave a big orange smear on the surface .,1,0.0,central
the bar contains  agave nectar  which does not occur naturally .,0,0.1,central
we are ice cream lovers and fussy about the quality of ice cream .,1,0.0,central
i purchased this to replace a knife that was lost .,1,0.0,central
i have no doubt that it will hold up well through the years .,1,0.0,central
few films this year have been as resolute in their emotional nakedness .,1,-0.1,central
"even if britney spears is really cute , her movie is really bad .",0,-0.1,central
"what a ripoff !  learn from my mistake ,  do not buy .",0,0.0,central
they felt like the same movie to me .,0,0.0,central
"if you are sensitive to maltodextrin ,  this isn t for you .",0,0.1,central
"i used this along with another similar product ,  for over num_num months .",0,0.0,central
i have two of them in different locations in my house .,1,0.0,central
"mine is a piece of junk ,  as far as i am concerned .",0,0.1,central
"its direction , its script , and weaver 's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that 's what you 're in the mood for .",1,0.0,central
"as elegantly crafted as it often is , anderson 's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame .",0,0.0,central
